TERM,TERM_DESC,SUBJ,NUMB,class,CRN,INSTRUCTOR,AP,A,AM,BP,B,BM,CP,C,CM,DP,D,DM,F,P,N,OTHER,W,TOT_NON_W,atot,btot,ctot,dtot,ftot,tot,aprec,bprec,cprec,dprec,fprec,is_faculty
201301,Fall 2013,GEOL,213,GEOL213,17994,"Miles, Gregory Allen",0,1,3,0,2,1,4,6,0,1,2,0,0,18,4,2,7,44,4,3,10,3,0,20,20,15,50,15,0,0
201302,Winter 2014,GEOL,213,GEOL213,27818,"Blackwell, David Lewis",0,6,2,1,13,1,0,14,0,0,1,1,0,7,2,1,3,49,8,15,14,2,0,39,20.51282051,38.46153846,35.8974359,5.128205128,0,0
201303,Spring 2014,GEOL,213,GEOL213,35094,"Miles, Gregory Allen",0,3,2,3,3,7,2,4,7,1,1,1,0,8,3,0,0,45,5,13,13,3,0,34,14.70588235,38.23529412,38.23529412,8.823529412,0,0
201303,Spring 2014,GEOL,213,GEOL213,38926,"Owen, Claudia",0,3,1,1,6,0,2,10,2,0,2,0,0,9,3,4,7,43,4,7,14,2,0,27,14.81481481,25.92592593,51.85185185,7.407407407,0,0
201304,Summer 2014,GEOL,213,GEOL213,46530,"Miller, Marli Bryant",0,1,1,2,1,1,1,0,0,0,0,0,0,3,1,0,0,11,2,4,1,0,0,7,28.57142857,57.14285714,14.28571429,0,0,0
201401,Fall 2014,GEOL,213,GEOL213,16068,"Miles, Gregory Allen",1,14,3,9,22,7,8,10,3,3,1,1,3,10,0,0,2,95,18,38,21,5,3,85,21.17647059,44.70588235,24.70588235,5.882352941,3.529411765,0
201402,Winter 2015,GEOL,213,GEOL213,27006,"Miles, Gregory Allen",0,1,1,0,5,0,4,7,2,0,6,0,0,12,10,0,3,48,2,5,13,6,0,26,7.692307692,19.23076923,50,23.07692308,0,0
201403,Spring 2015,GEOL,213,GEOL213,35896,"Blackwell, David Lewis",1,2,0,0,7,0,2,7,2,0,6,1,2,14,1,1,6,46,3,7,11,7,2,30,10,23.33333333,36.66666667,23.33333333,6.666666667,0
201501,Fall 2015,GEOL,213,GEOL213,12604,"Miles, Gregory Allen",0,4,3,6,26,5,4,18,3,5,5,1,0,22,7,0,2,109,7,37,25,11,0,80,8.75,46.25,31.25,13.75,0,0
201502,Winter 2016,GEOL,213,GEOL213,26536,"Blackwell, David Lewis",0,2,0,1,5,0,2,6,4,1,3,1,1,18,8,1,7,53,2,6,12,5,1,26,7.692307692,23.07692308,46.15384615,19.23076923,3.846153846,0
201503,Spring 2016,GEOL,213,GEOL213,35966,"Miles, Gregory Allen",1,3,5,5,10,5,3,13,9,1,2,0,6,7,5,0,7,75,9,20,25,3,6,63,14.28571429,31.74603175,39.68253968,4.761904762,9.523809524,0
201301,Fall 2013,GEOL,304,GEOL304,17995,"Baxter, Mary Elizabeth",0,5,2,4,7,3,2,10,0,0,2,0,2,6,2,3,3,48,7,14,12,2,2,37,18.91891892,37.83783784,32.43243243,5.405405405,5.405405405,0
201302,Winter 2014,GEOL,304,GEOL304,23816,"Miles, Gregory Allen",22,22,9,1,7,3,2,5,1,0,1,0,1,1,0,0,0,75,53,11,8,1,1,74,71.62162162,14.86486486,10.81081081,1.351351351,1.351351351,0
201303,Spring 2014,GEOL,304,GEOL304,38927,"Miles, Gregory Allen",0,3,0,0,9,3,3,8,0,0,2,0,2,12,4,2,2,48,3,12,11,2,2,30,10,40,36.66666667,6.666666667,6.666666667,0
201304,Summer 2014,GEOL,304,GEOL304,48055,"Miles, Gregory Allen",1,4,0,0,3,0,1,2,5,0,7,2,0,10,2,3,5,40,5,3,8,9,0,25,20,12,32,36,0,0
201401,Fall 2014,GEOL,304,GEOL304,17032,"Baxter, Mary Elizabeth",1,4,0,0,6,1,2,16,1,1,2,0,0,7,3,3,3,47,5,7,19,3,0,34,14.70588235,20.58823529,55.88235294,8.823529412,0,0
201402,Winter 2015,GEOL,304,GEOL304,22508,"Miles, Gregory Allen",12,23,7,5,6,3,2,5,2,0,0,0,1,2,3,0,4,71,42,14,9,0,1,66,63.63636364,21.21212121,13.63636364,0,1.515151515,0
201403,Spring 2015,GEOL,304,GEOL304,35897,"Miles, Gregory Allen",1,9,3,1,10,0,2,14,1,0,1,0,1,2,2,2,2,49,13,11,17,1,1,43,30.23255814,25.58139535,39.53488372,2.325581395,2.325581395,0
201404,Summer 2015,GEOL,304,GEOL304,42337,"Miles, Gregory Allen",0,6,0,2,10,1,0,9,1,0,2,0,1,4,1,1,5,38,6,13,10,2,1,32,18.75,40.625,31.25,6.25,3.125,0
201501,Fall 2015,GEOL,304,GEOL304,16895,"Baxter, Mary Elizabeth",0,4,1,1,12,1,1,12,0,0,3,0,0,8,5,1,6,49,5,14,13,3,0,35,14.28571429,40,37.14285714,8.571428571,0,0
201502,Winter 2016,GEOL,304,GEOL304,22621,"Miles, Gregory Allen",26,19,7,4,12,1,1,2,0,0,1,0,0,1,0,0,1,74,52,17,3,1,0,73,71.23287671,23.28767123,4.109589041,1.369863014,0,0
201503,Spring 2016,GEOL,304,GEOL304,36038,"Miles, Gregory Allen",1,4,0,4,14,3,0,9,1,1,4,1,0,12,3,0,3,57,5,21,10,6,0,42,11.9047619,50,23.80952381,14.28571429,0,0
201504,Summer 2016,GEOL,304,GEOL304,42131,"Baxter, Mary Elizabeth",0,3,1,3,6,1,3,6,4,0,3,0,2,7,0,4,7,43,4,10,13,3,2,32,12.5,31.25,40.625,9.375,6.25,0
201301,Fall 2013,GEOL,305,GEOL305,13545,"Baxter, Mary Elizabeth",28,52,18,24,15,14,7,7,7,0,2,1,1,16,1,0,6,193,98,53,21,3,1,176,55.68181818,30.11363636,11.93181818,1.704545455,0.568181818,0
201303,Spring 2014,GEOL,305,GEOL305,35099,"Baxter, Mary Elizabeth",35,65,20,12,22,5,5,10,6,1,1,1,1,12,1,2,2,199,120,39,21,3,1,184,65.2173913,21.19565217,11.41304348,1.630434783,0.543478261,0
201401,Fall 2014,GEOL,305,GEOL305,12718,"Baxter, Mary Elizabeth",29,42,18,8,23,7,6,6,5,1,3,0,4,33,9,0,6,194,89,38,17,4,4,152,58.55263158,25,11.18421053,2.631578947,2.631578947,0
201402,Winter 2015,GEOL,305,GEOL305,27042,"Baxter, Mary Elizabeth",4,2,1,1,2,4,0,1,0,0,0,0,0,2,0,0,3,17,7,7,1,0,0,15,46.66666667,46.66666667,6.666666667,0,0,0
201403,Spring 2015,GEOL,305,GEOL305,32500,"Baxter, Mary Elizabeth",27,43,12,18,26,7,9,10,2,1,3,3,9,23,3,0,5,196,82,51,21,7,9,170,48.23529412,30,12.35294118,4.117647059,5.294117647,0
201501,Fall 2015,GEOL,305,GEOL305,12609,"Baxter, Mary Elizabeth",25,56,15,8,28,11,5,8,3,2,0,2,5,21,3,0,6,192,96,47,16,4,5,168,57.14285714,27.97619048,9.523809524,2.380952381,2.976190476,0
201502,Winter 2016,GEOL,305,GEOL305,26537,"Baxter, Mary Elizabeth",17,11,0,2,2,3,0,2,0,0,0,0,0,3,0,0,0,40,28,7,2,0,0,37,75.67567568,18.91891892,5.405405405,0,0,0
201503,Spring 2016,GEOL,305,GEOL305,32516,"Bindeman, Ilya Nickolaevick",25,60,24,11,33,7,3,3,0,1,0,0,2,22,4,2,3,197,109,51,6,1,2,169,64.49704142,30.17751479,3.550295858,0.591715976,1.183431953,0
201301,Fall 2013,GEOL,306,GEOL306,13546,"Mckay, Daniele",1,5,9,19,14,8,4,2,1,0,2,0,1,8,3,0,2,77,15,41,7,2,1,66,22.72727273,62.12121212,10.60606061,3.03030303,1.515151515,0
201302,Winter 2014,GEOL,306,GEOL306,27820,"Tozer, Craig Hampton",0,8,1,2,2,1,1,1,0,0,0,1,0,2,0,1,0,20,9,5,2,1,0,17,52.94117647,29.41176471,11.76470588,5.882352941,0,0
201303,Spring 2014,GEOL,306,GEOL306,35100,"Mckay, Daniele",1,9,10,14,17,20,5,26,13,2,4,1,1,17,3,1,4,144,20,51,44,7,1,123,16.2601626,41.46341463,35.77235772,5.691056911,0.81300813,0
201303,Spring 2014,GEOL,306,GEOL306,38931,"Tozer, Craig Hampton",0,10,7,7,1,4,2,2,2,1,1,0,5,4,0,0,0,46,17,12,6,2,5,42,40.47619048,28.57142857,14.28571429,4.761904762,11.9047619,0
201304,Summer 2014,GEOL,306,GEOL306,48056,"Tozer, Craig Hampton",1,4,1,5,3,6,2,5,1,0,1,0,2,5,0,2,2,38,6,14,8,1,2,31,19.35483871,45.16129032,25.80645161,3.225806452,6.451612903,0
201401,Fall 2014,GEOL,306,GEOL306,12719,"Bindeman, Ilya Nickolaevick",1,5,10,5,34,15,13,12,7,0,1,2,1,15,0,0,2,121,16,54,32,3,1,106,15.09433962,50.94339623,30.18867925,2.830188679,0.943396226,0
201402,Winter 2015,GEOL,306,GEOL306,26033,"Tozer, Craig Hampton",0,15,25,26,18,16,6,1,3,0,0,0,1,14,1,0,5,126,40,60,10,0,1,111,36.03603604,54.05405405,9.009009009,0,0.900900901,0
201403,Spring 2015,GEOL,306,GEOL306,35898,"Tozer, Craig Hampton",3,5,9,2,5,3,3,3,5,0,0,0,0,1,0,0,1,39,17,10,11,0,0,38,44.73684211,26.31578947,28.94736842,0,0,0
201404,Summer 2015,GEOL,306,GEOL306,42338,"Bindeman, Ilya Nickolaevick",0,4,3,3,6,4,2,5,6,1,0,0,3,2,0,0,1,39,7,13,13,1,3,37,18.91891892,35.13513514,35.13513514,2.702702703,8.108108108,0
201501,Fall 2015,GEOL,306,GEOL306,12610,"Humphreys, Eugene",0,3,8,13,19,6,2,5,0,0,1,0,0,3,1,0,1,61,11,38,7,1,0,57,19.29824561,66.66666667,12.28070175,1.754385965,0,0
201502,Winter 2016,GEOL,306,GEOL306,22622,"Giachetti, Thomas",7,16,3,8,16,7,6,8,4,2,1,0,4,6,0,0,3,88,26,31,18,3,4,82,31.70731707,37.80487805,21.95121951,3.658536585,4.87804878,0
201503,Spring 2016,GEOL,306,GEOL306,35970,"Tozer, Craig Hampton",1,9,4,11,13,4,4,2,1,0,0,1,1,15,5,0,1,71,14,28,7,1,1,51,27.45098039,54.90196078,13.7254902,1.960784314,1.960784314,0
201504,Summer 2016,GEOL,306,GEOL306,42132,"Sutherland, David Alan",0,20,2,0,5,1,1,3,0,0,2,0,3,2,1,0,0,40,22,6,4,2,3,37,59.45945946,16.21621622,10.81081081,5.405405405,8.108108108,0
201301,Fall 2013,GEOL,307,GEOL307,13547,"Orr, William Norton",2,9,11,9,27,17,10,25,5,3,2,0,3,16,4,0,3,143,22,53,40,5,3,123,17.88617886,43.08943089,32.5203252,4.06504065,2.43902439,0
201302,Winter 2014,GEOL,307,GEOL307,27821,"Vincent, Paul",2,9,1,3,15,1,2,2,0,0,1,0,0,9,3,0,2,48,12,19,4,1,0,36,33.33333333,52.77777778,11.11111111,2.777777778,0,0
201303,Spring 2014,GEOL,307,GEOL307,35101,"Baxter, Mary Elizabeth",7,15,21,20,22,16,6,7,2,6,1,0,0,6,2,0,7,131,43,58,15,7,0,123,34.95934959,47.15447154,12.19512195,5.691056911,0,0
201304,Summer 2014,GEOL,307,GEOL307,46531,"Orr, William Norton",6,12,1,4,1,1,0,0,1,0,0,0,0,2,3,0,0,31,19,6,1,0,0,26,73.07692308,23.07692308,3.846153846,0,0,0
201401,Fall 2014,GEOL,307,GEOL307,17031,"Orr, William Norton",1,7,5,3,4,7,2,1,0,0,0,0,1,8,0,2,8,41,13,14,3,0,1,31,41.93548387,45.16129032,9.677419355,0,3.225806452,0
201402,Winter 2015,GEOL,307,GEOL307,27007,"Toomey, Douglas R.",2,15,5,2,5,2,3,4,0,0,0,0,2,8,0,0,3,48,22,9,7,0,2,40,55,22.5,17.5,0,5,0
201403,Spring 2015,GEOL,307,GEOL307,32502,"Baxter, Mary Elizabeth",4,9,9,15,18,16,13,13,2,0,4,0,4,25,7,0,8,139,22,49,28,4,4,107,20.56074766,45.79439252,26.1682243,3.738317757,3.738317757,0
201404,Summer 2015,GEOL,307,GEOL307,40974,"Sutherland, David Alan",9,3,1,3,2,1,0,0,1,0,0,0,1,5,0,0,2,26,13,6,1,0,1,21,61.9047619,28.57142857,4.761904762,0,4.761904762,0
201501,Fall 2015,GEOL,307,GEOL307,16002,"Orr, William Norton",3,10,10,7,19,23,5,3,7,0,3,0,3,8,1,0,1,102,23,49,15,3,3,93,24.7311828,52.68817204,16.12903226,3.225806452,3.225806452,0
201502,Winter 2016,GEOL,307,GEOL307,26538,"Orr, William Norton",3,7,4,7,7,2,3,1,0,0,0,0,0,7,3,0,8,44,14,16,4,0,0,34,41.17647059,47.05882353,11.76470588,0,0,0
201503,Spring 2016,GEOL,307,GEOL307,32517,"Baxter, Mary Elizabeth",2,11,4,6,4,0,4,2,1,0,0,0,0,9,1,1,6,45,17,10,7,0,0,34,50,29.41176471,20.58823529,0,0,0
201504,Summer 2016,GEOL,307,GEOL307,40923,"Tozer, Craig Hampton",7,8,2,1,1,0,0,0,0,0,0,0,0,2,0,0,1,21,17,2,0,0,0,19,89.47368421,10.52631579,0,0,0,0
201301,Fall 2013,GEOL,308,GEOL308,13548,"Miles, Gregory Allen",2,17,9,11,21,6,7,14,4,0,0,2,4,9,4,0,4,110,28,38,25,2,4,97,28.86597938,39.17525773,25.77319588,2.06185567,4.12371134,0
201302,Winter 2014,GEOL,308,GEOL308,27819,"Roering, Joshua Joseph",0,2,0,0,16,0,2,11,1,0,5,0,0,6,1,1,8,45,2,16,14,5,0,37,5.405405405,43.24324324,37.83783784,13.51351351,0,0
201303,Spring 2014,GEOL,308,GEOL308,38499,"Miles, Gregory Allen",0,5,7,2,3,5,0,0,0,0,0,0,1,0,1,0,1,24,12,10,0,0,1,23,52.17391304,43.47826087,0,0,4.347826087,0
201303,Spring 2014,GEOL,308,GEOL308,38928,"Blackwell, David Lewis",0,8,0,1,7,1,0,6,2,2,5,1,2,7,3,0,5,45,8,9,8,8,2,35,22.85714286,25.71428571,22.85714286,22.85714286,5.714285714,0
201304,Summer 2014,GEOL,308,GEOL308,46532,"Miles, Gregory Allen",0,4,0,1,0,0,0,3,0,1,2,0,1,1,2,0,2,15,4,1,3,3,1,12,33.33333333,8.333333333,25,25,8.333333333,0
201401,Fall 2014,GEOL,308,GEOL308,17030,"Tozer, Craig Hampton",0,3,0,1,8,1,1,6,2,0,6,0,3,9,2,2,6,44,3,10,9,6,3,31,9.677419355,32.25806452,29.03225806,19.35483871,9.677419355,0
201402,Winter 2015,GEOL,308,GEOL308,26467,"Miles, Gregory Allen",0,13,15,9,21,11,14,20,11,1,5,0,0,25,1,0,5,146,28,41,45,6,0,120,23.33333333,34.16666667,37.5,5,0,0
201403,Spring 2015,GEOL,308,GEOL308,35899,"Blackwell, David Lewis",0,0,1,2,10,1,5,15,0,1,2,1,0,7,2,0,3,47,1,13,20,4,0,38,2.631578947,34.21052632,52.63157895,10.52631579,0,0
201404,Summer 2015,GEOL,308,GEOL308,40975,"Miles, Gregory Allen",0,0,0,0,1,0,0,1,1,0,1,0,1,5,2,0,1,12,0,1,2,1,1,5,0,20,40,20,20,0
201501,Fall 2015,GEOL,308,GEOL308,16894,"Tozer, Craig Hampton",0,3,0,3,9,0,0,15,2,0,3,2,2,8,4,3,5,54,3,12,17,5,2,39,7.692307692,30.76923077,43.58974359,12.82051282,5.128205128,0
201503,Spring 2016,GEOL,308,GEOL308,35996,"Rusk, Brian Geoffrey",0,9,11,14,17,10,10,15,3,1,1,0,7,17,1,1,3,117,20,41,28,2,7,98,20.40816327,41.83673469,28.57142857,2.040816327,7.142857143,0
201301,Fall 2013,GEOL,310,GEOL310,17996,"Reed, Mark Hudson",1,2,1,2,6,2,0,3,0,0,3,0,3,6,4,0,7,33,4,10,3,3,3,23,17.39130435,43.47826087,13.04347826,13.04347826,13.04347826,0
201302,Winter 2014,GEOL,310,GEOL310,23818,"Rusk, Brian Geoffrey",1,7,6,7,21,6,7,12,14,0,5,0,3,9,0,0,3,98,14,34,33,5,3,89,15.73033708,38.20224719,37.07865169,5.617977528,3.370786517,0
201401,Fall 2014,GEOL,310,GEOL310,17033,"Reed, Mark Hudson",0,2,2,0,3,2,0,5,1,0,2,0,2,4,4,0,11,27,4,5,6,2,2,19,21.05263158,26.31578947,31.57894737,10.52631579,10.52631579,0
201402,Winter 2015,GEOL,310,GEOL310,22509,"Rusk, Brian Geoffrey",1,5,7,5,7,10,7,8,1,0,6,0,4,2,2,3,6,68,13,22,16,6,4,61,21.31147541,36.06557377,26.2295082,9.836065574,6.557377049,0
201403,Spring 2015,GEOL,310,GEOL310,35900,"Rusk, Brian Geoffrey",0,2,2,1,7,3,0,4,3,0,0,0,5,1,3,0,9,31,4,11,7,0,5,27,14.81481481,40.74074074,25.92592593,0,18.51851852,0
201501,Fall 2015,GEOL,310,GEOL310,16893,"Reed, Mark Hudson",3,6,2,0,9,5,3,4,2,0,1,0,0,1,0,0,3,36,11,14,9,1,0,35,31.42857143,40,25.71428571,2.857142857,0,0
201502,Winter 2016,GEOL,310,GEOL310,22624,"Blackwell, David Lewis",1,5,9,4,11,4,11,13,8,0,4,1,3,11,4,2,2,91,15,19,32,5,3,74,20.27027027,25.67567568,43.24324324,6.756756757,4.054054054,0
201301,Fall 2013,GEOL,311,GEOL311,13549,"Watkins, James M.",0,4,1,1,6,1,0,0,0,1,2,0,4,0,1,0,4,21,5,8,0,3,4,20,25,40,0,15,20,0
201403,Spring 2015,GEOL,311,GEOL311,36572,"Watkins, James M.",0,3,1,1,4,4,4,0,1,0,0,0,0,1,0,0,0,19,4,9,5,0,0,18,22.22222222,50,27.77777778,0,0,0
201503,Spring 2016,GEOL,311,GEOL311,32518,"Hooft Toomey, Emilie Ernestine Ebba",1,2,1,1,4,1,0,0,1,0,0,0,0,0,0,0,0,11,4,6,1,0,0,11,36.36363636,54.54545455,9.090909091,0,0,0
201302,Winter 2014,GEOL,315,GEOL315,23819,"Hooft Toomey, Emilie Ernestine Ebba",2,4,3,2,3,5,2,2,0,0,0,0,0,0,0,0,1,23,9,10,4,0,0,23,39.13043478,43.47826087,17.39130435,0,0,0
201401,Fall 2014,GEOL,315,GEOL315,16887,"Karlstrom, Leif Arthur",1,2,2,1,2,2,2,1,0,0,0,0,0,0,0,0,0,13,5,5,3,0,0,13,38.46153846,38.46153846,23.07692308,0,0,0
201502,Winter 2016,GEOL,315,GEOL315,26067,"Jin, Qusheng",1,6,6,2,7,3,1,2,0,0,1,0,0,0,1,0,0,30,13,12,3,1,0,29,44.82758621,41.37931034,10.34482759,3.448275862,0,0
201302,Winter 2014,GEOL,316,GEOL316,23820,"Rempel, Alan William",1,7,0,0,9,0,0,4,0,0,0,0,3,0,0,0,0,24,8,9,4,0,3,24,33.33333333,37.5,16.66666667,0,12.5,0
201402,Winter 2015,GEOL,316,GEOL316,22511,"Jin, Qusheng",0,5,2,4,2,3,3,2,0,0,0,0,0,0,0,0,0,21,7,9,5,0,0,21,33.33333333,42.85714286,23.80952381,0,0,0
201501,Fall 2015,GEOL,316,GEOL316,15993,"Tozer, Craig Hampton",0,2,4,0,5,3,0,1,0,0,0,0,1,0,0,0,0,16,6,8,1,0,1,16,37.5,50,6.25,0,6.25,0
201301,Fall 2013,GEOL,318,GEOL318,13552,"Maguffin, Scott Charles",1,1,7,1,7,7,1,2,0,0,0,0,0,0,0,0,0,27,9,15,3,0,0,27,33.33333333,55.55555556,11.11111111,0,0,0
201303,Spring 2014,GEOL,318,GEOL318,38508,"Tozer, Craig Hampton",2,4,3,1,4,2,0,1,0,0,0,0,0,0,0,0,2,17,9,7,1,0,0,17,52.94117647,41.17647059,5.882352941,0,0,0
201401,Fall 2014,GEOL,318,GEOL318,16079,"Tozer, Craig Hampton",1,1,3,3,3,3,1,0,0,0,0,0,2,0,0,0,0,17,5,9,1,0,2,17,29.41176471,52.94117647,5.882352941,0,11.76470588,0
201403,Spring 2015,GEOL,318,GEOL318,32504,"Tozer, Craig Hampton",1,2,1,3,5,3,0,2,1,0,0,0,0,1,0,0,0,19,4,11,3,0,0,18,22.22222222,61.11111111,16.66666667,0,0,0
201501,Fall 2015,GEOL,318,GEOL318,12614,"Tozer, Craig Hampton",0,4,4,4,4,2,3,1,0,0,0,0,1,0,0,0,0,23,8,10,4,0,1,23,34.7826087,43.47826087,17.39130435,0,4.347826087,0
201503,Spring 2016,GEOL,318,GEOL318,32521,"Blackwell, David Lewis",0,6,1,3,7,3,0,0,0,0,0,0,0,0,0,1,0,21,7,13,0,0,0,20,35,65,0,0,0,0
201302,Winter 2014,GEOL,331,GEOL331,23821,"Blackwell, David Lewis",0,4,2,1,5,4,2,2,1,1,0,0,1,0,0,0,0,23,6,10,5,1,1,23,26.08695652,43.47826087,21.73913043,4.347826087,4.347826087,0
201401,Fall 2014,GEOL,331,GEOL331,16095,"Blackwell, David Lewis",0,2,1,0,2,2,1,1,0,0,0,1,0,0,0,0,0,10,3,4,2,1,0,10,30,40,20,10,0,0
201501,Fall 2015,GEOL,331,GEOL331,12615,"Owen, Claudia",0,4,1,3,13,1,3,6,0,0,0,0,0,0,0,0,0,31,5,17,9,0,0,31,16.12903226,54.83870968,29.03225806,0,0,0
201303,Spring 2014,GEOL,332,GEOL332,35102,"Wallace, Paul J.",2,2,1,2,5,3,2,1,1,0,0,0,1,0,0,0,0,20,5,10,4,0,1,20,25,50,20,0,5,0
201402,Winter 2015,GEOL,332,GEOL332,26488,"Wallace, Paul J.",1,2,1,0,3,1,0,2,0,0,0,0,0,0,0,0,0,10,4,4,2,0,0,10,40,40,20,0,0,0
201502,Winter 2016,GEOL,332,GEOL332,22628,"Dorsey, Rebecca J.",2,1,4,2,9,4,2,3,2,0,0,0,0,0,0,0,0,29,7,15,7,0,0,29,24.13793103,51.72413793,24.13793103,0,0,0
201301,Fall 2013,GEOL,334,GEOL334,13553,"Dorsey, Rebecca J.",0,3,2,3,9,4,1,3,0,0,0,0,0,0,0,0,1,25,5,16,4,0,0,25,20,64,16,0,0,0
201403,Spring 2015,GEOL,334,GEOL334,36580,"Dorsey, Rebecca J.",2,5,4,1,7,5,1,5,1,0,0,0,0,0,0,0,0,31,11,13,7,0,0,31,35.48387097,41.93548387,22.58064516,0,0,0
201503,Spring 2016,GEOL,334,GEOL334,32522,"Miller, Marli Bryant",0,3,5,5,7,3,5,4,2,0,0,0,0,0,1,0,0,35,8,15,11,0,0,34,23.52941176,44.11764706,32.35294118,0,0,0
201303,Spring 2014,GEOL,350,GEOL350,35105,"Miller, Marli Bryant",1,3,3,9,6,0,1,0,0,0,0,0,0,0,0,0,0,23,7,15,1,0,0,23,30.43478261,65.2173913,4.347826087,0,0,0
201403,Spring 2015,GEOL,350,GEOL350,32508,"Weldon, Ray J.",5,2,1,1,5,1,0,0,1,0,1,0,0,0,0,0,0,17,8,7,1,1,0,17,47.05882353,41.17647059,5.882352941,5.882352941,0,0
201503,Spring 2016,GEOL,350,GEOL350,32525,"Miller, Marli Bryant",0,5,7,5,3,2,3,1,1,0,0,0,0,0,0,0,0,27,12,10,5,0,0,27,44.44444444,37.03703704,18.51851852,0,0,0
201303,Spring 2014,GEOL,351,GEOL351,39850,"Miller, Marli Bryant",1,2,2,8,6,0,1,0,0,0,0,0,0,0,0,0,1,20,5,14,1,0,0,20,25,70,5,0,0,0
201403,Spring 2015,GEOL,351,GEOL351,32510,"Weldon, Ray J.",5,2,1,1,5,1,0,0,1,0,1,0,0,0,0,0,0,17,8,7,1,1,0,17,47.05882353,41.17647059,5.882352941,5.882352941,0,0
201503,Spring 2016,GEOL,351,GEOL351,32526,"Miller, Marli Bryant",0,8,2,3,5,6,0,1,2,0,0,0,0,0,0,0,0,27,10,14,3,0,0,27,37.03703704,51.85185185,11.11111111,0,0,0
201303,Spring 2014,GEOL,352,GEOL352,35108,"Miller, Marli Bryant",1,1,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,14,4,10,0,0,0,14,28.57142857,71.42857143,0,0,0,0
201403,Spring 2015,GEOL,352,GEOL352,32511,"Weldon, Ray J.",4,1,1,0,5,1,0,0,1,0,1,0,0,0,0,0,0,14,6,6,1,1,0,14,42.85714286,42.85714286,7.142857143,7.142857143,0,0
201503,Spring 2016,GEOL,352,GEOL352,32528,"Watkins, James M.",0,7,4,4,5,3,1,1,1,0,0,0,0,0,0,0,0,26,11,12,3,0,0,26,42.30769231,46.15384615,11.53846154,0,0,0
201302,Winter 2014,GEOL,353,GEOL353,23824,"Bindeman, Ilya Nickolaevick",0,4,1,0,9,2,2,0,0,0,0,0,0,0,1,0,1,19,5,11,2,0,0,18,27.77777778,61.11111111,11.11111111,0,0,0
201401,Fall 2014,GEOL,353,GEOL353,16069,"Mckay, Daniele",0,7,3,2,1,0,4,0,2,0,0,0,0,0,0,0,0,19,10,3,6,0,0,19,52.63157895,15.78947368,31.57894737,0,0,0
201402,Winter 2015,GEOL,353,GEOL353,27008,"Mckay, Daniele",0,5,5,4,2,2,3,0,0,0,0,0,0,0,0,0,1,21,10,8,3,0,0,21,47.61904762,38.0952381,14.28571429,0,0,0
201403,Spring 2015,GEOL,353,GEOL353,35901,"Mckay, Daniele",0,10,12,3,2,4,1,1,0,0,0,0,2,1,3,0,1,39,22,9,2,0,2,35,62.85714286,25.71428571,5.714285714,0,5.714285714,0
201404,Summer 2015,GEOL,353,GEOL353,42339,"Mckay, Daniele",0,6,9,5,0,2,0,1,2,0,1,0,2,0,0,0,1,28,15,7,3,1,2,28,53.57142857,25,10.71428571,3.571428571,7.142857143,0
201501,Fall 2015,GEOL,353,GEOL353,16892,"Bindeman, Ilya Nickolaevick",0,6,7,3,3,5,2,1,0,0,1,0,0,1,0,0,0,29,13,11,3,1,0,28,46.42857143,39.28571429,10.71428571,3.571428571,0,0
201502,Winter 2016,GEOL,353,GEOL353,26066,"Mckay, Daniele",0,5,3,2,7,1,0,0,0,0,0,0,0,1,1,0,0,20,8,10,0,0,0,18,44.44444444,55.55555556,0,0,0,0
201503,Spring 2016,GEOL,353,GEOL353,36045,"Mckay, Daniele",0,15,11,3,4,3,0,1,0,0,0,0,1,2,0,0,0,40,26,10,1,0,1,38,68.42105263,26.31578947,2.631578947,0,2.631578947,0
201504,Summer 2016,GEOL,353,GEOL353,42133,"Krogstad, Randy Duane",0,2,2,4,1,1,1,0,1,0,1,0,4,0,0,0,0,17,4,6,2,1,4,17,23.52941176,35.29411765,11.76470588,5.882352941,23.52941176,0
201501,Fall 2015,GEOL,363,GEOL363,12619,"Weldon, Ray J.",0,3,1,3,4,0,0,0,0,0,0,0,0,1,0,0,2,12,4,7,0,0,0,11,36.36363636,63.63636364,0,0,0,0
201304,Summer 2014,GEOL,406,GEOL406,46537,"Weldon, Ray J.",0,5,8,6,3,2,2,0,0,0,0,0,0,0,0,0,0,26,13,11,2,0,0,26,50,42.30769231,7.692307692,0,0,0
201304,Summer 2014,GEOL,406,GEOL406,46538,"Miller, Marli Bryant",0,6,8,7,3,3,1,1,0,0,0,0,0,0,0,0,0,29,14,13,2,0,0,29,48.27586207,44.82758621,6.896551724,0,0,0
201304,Summer 2014,GEOL,406,GEOL406,46539,"Watkins, James M.",0,4,6,7,4,3,5,0,0,0,0,0,0,0,0,0,0,29,10,14,5,0,0,29,34.48275862,48.27586207,17.24137931,0,0,0
201404,Summer 2015,GEOL,406,GEOL406,40980,"Miller, Marli Bryant",0,4,3,5,6,0,0,0,0,0,0,0,0,0,0,0,1,18,7,11,0,0,0,18,38.88888889,61.11111111,0,0,0,0
201404,Summer 2015,GEOL,406,GEOL406,40981,"Weldon, Ray J.",1,3,4,4,5,1,1,0,0,0,0,0,0,0,0,0,0,19,8,10,1,0,0,19,42.10526316,52.63157895,5.263157895,0,0,0
