TERM,TERM_DESC,SUBJ,NUMB,class,CRN,INSTRUCTOR,AP,A,AM,BP,B,BM,CP,C,CM,DP,D,DM,F,P,N,OTHER,W,TOT_NON_W,atot,btot,ctot,dtot,ftot,tot,aprec,bprec,cprec,dprec,fprec,is_faculty
201504,Summer 2016,PHYS,677M,PHYS677M,42648,"Aleman, Benjamin Jose",0,2,2,1,4,2,1,0,0,0,0,0,0,0,0,0,0,12,4,7,1,0,0,12,33.33333333,58.33333333,8.333333333,0,0,0
201504,Summer 2016,PHYS,678M,PHYS678M,42650,"Lin, Fuding",0,4,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,12,9,3,0,0,0,12,75,25,0,0,0,0
201504,Summer 2016,PHYS,679M,PHYS679M,42652,"Wang, Hailin",0,4,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,12,6,6,0,0,0,12,50,50,0,0,0,0
201301,Fall 2013,PHYS,684,PHYS684,17365,"Raymer, Michael G.",0,2,1,4,4,1,0,0,0,0,0,0,0,1,0,0,3,13,3,9,0,0,0,12,25,75,0,0,0,0
201401,Fall 2014,PHYS,684,PHYS684,15153,"Santos, Maria Benedita",2,1,1,1,1,0,0,1,0,0,0,0,0,5,0,1,1,13,4,2,1,0,0,7,57.14285714,28.57142857,14.28571429,0,0,0
201301,Fall 2013,PSY,199,PSY199,17568,"Measelle, Jeffrey R.",0,9,6,0,3,3,0,0,1,0,0,0,0,0,0,0,1,22,15,6,1,0,0,22,68.18181818,27.27272727,4.545454545,0,0,0
201301,Fall 2013,PSY,199,PSY199,18220,"Measelle, Jeffrey R.",0,11,11,0,0,0,0,0,0,0,0,0,0,14,0,0,0,36,22,0,0,0,0,22,100,0,0,0,0,0
201401,Fall 2014,PSY,199,PSY199,16801,"Measelle, Jeffrey R.",0,3,6,4,1,3,0,1,3,0,0,0,0,0,0,0,0,21,9,8,4,0,0,21,42.85714286,38.0952381,19.04761905,0,0,0
201501,Fall 2015,PSY,199,PSY199,16670,"Bala, Jagdeep",0,5,3,6,4,2,0,0,0,0,0,0,0,0,0,1,0,21,8,12,0,0,0,20,40,60,0,0,0,0
201301,Fall 2013,PSY,201,PSY201,16063,"Sereno, Margaret",23,23,67,51,52,57,33,23,33,17,11,6,29,37,14,0,18,476,113,160,89,34,29,425,26.58823529,37.64705882,20.94117647,8,6.823529412,0
201302,Winter 2014,PSY,201,PSY201,26347,"Bala, Jagdeep",9,88,24,44,113,20,30,73,9,8,11,4,13,33,13,2,18,494,121,177,112,23,13,446,27.13004484,39.68609865,25.11210762,5.156950673,2.914798206,0
201303,Spring 2014,PSY,201,PSY201,37656,"Bala, Jagdeep",17,31,38,34,50,43,43,39,24,12,17,1,19,33,24,2,12,427,86,127,106,30,19,368,23.36956522,34.51086957,28.80434783,8.152173913,5.163043478,0
201304,Summer 2014,PSY,201,PSY201,48082,"Dassonville, Paul R.",1,3,6,7,12,7,0,0,8,3,1,0,3,11,9,0,15,71,10,26,8,4,3,51,19.60784314,50.98039216,15.68627451,7.843137255,5.882352941,0
201401,Fall 2014,PSY,201,PSY201,15313,"Sereno, Margaret",18,52,56,41,73,52,33,38,16,13,9,3,13,20,11,0,12,448,126,166,87,25,13,417,30.21582734,39.80815348,20.86330935,5.995203837,3.117505995,0
201402,Winter 2015,PSY,201,PSY201,25157,"Demircan, Dagmar",14,80,26,40,116,19,26,105,10,5,5,3,7,20,13,2,21,491,120,175,141,13,7,456,26.31578947,38.37719298,30.92105263,2.850877193,1.535087719,0
201403,Spring 2015,PSY,201,PSY201,35172,"Bala, Jagdeep",18,83,35,32,120,22,23,53,18,6,12,3,14,23,16,2,13,480,136,174,94,21,14,439,30.97949886,39.63553531,21.41230068,4.783599089,3.189066059,0
201404,Summer 2015,PSY,201,PSY201,41881,"Dassonville, Paul R.",5,4,6,2,7,13,10,8,3,0,3,1,4,13,7,4,17,90,15,22,21,4,4,66,22.72727273,33.33333333,31.81818182,6.060606061,6.060606061,0
201501,Fall 2015,PSY,201,PSY201,15227,"Sereno, Margaret",19,74,66,71,71,64,44,37,18,9,3,2,4,12,4,4,9,502,159,206,99,14,4,482,32.98755187,42.73858921,20.53941909,2.904564315,0.829875519,0
201502,Winter 2016,PSY,201,PSY201,25208,"Demircan, Dagmar",17,63,43,39,110,32,29,65,12,5,11,2,5,47,17,8,6,505,123,181,106,18,5,433,28.40646651,41.80138568,24.48036952,4.15704388,1.154734411,0
201503,Spring 2016,PSY,201,PSY201,35147,"Bala, Jagdeep",14,48,47,14,121,65,19,68,19,2,8,4,16,26,14,15,11,500,109,200,106,14,16,445,24.49438202,44.94382022,23.82022472,3.146067416,3.595505618,0
201504,Summer 2016,PSY,201,PSY201,41843,"Hodges, Sara",3,7,8,3,4,9,2,10,5,0,1,0,4,10,1,7,12,74,18,16,17,1,4,56,32.14285714,28.57142857,30.35714286,1.785714286,7.142857143,0
201301,Fall 2013,PSY,202,PSY202,16066,"Pennefather, Jordan Thomas",5,38,29,51,78,52,46,44,36,10,17,11,21,21,30,1,20,490,72,181,126,38,21,438,16.43835616,41.32420091,28.76712329,8.675799087,4.794520548,0
201301,Fall 2013,PSY,202,PSY202,16067,"Measelle, Jeffrey R.",0,21,16,16,26,22,10,7,12,0,1,1,2,3,4,0,6,141,37,64,29,2,2,134,27.6119403,47.76119403,21.64179104,1.492537313,1.492537313,0
201302,Winter 2014,PSY,202,PSY202,26348,"Shariff, Azim Fayaz",1,69,42,63,91,7,82,50,0,0,19,0,3,66,7,0,13,500,112,161,132,19,3,427,26.2295082,37.70491803,30.91334895,4.449648712,0.702576112,0
201303,Spring 2014,PSY,202,PSY202,37657,"Mobasser, Arian",6,25,0,39,41,28,39,36,17,14,4,2,13,26,19,0,9,309,31,108,92,20,13,264,11.74242424,40.90909091,34.84848485,7.575757576,4.924242424,0
201304,Summer 2014,PSY,202,PSY202,47737,"Pennefather, Jordan Thomas",0,2,2,2,2,1,4,0,2,0,1,0,1,0,1,0,1,18,4,5,6,1,1,17,23.52941176,29.41176471,35.29411765,5.882352941,5.882352941,0
201304,Summer 2014,PSY,202,PSY202,48083,"Measelle, Jeffrey R.",0,7,11,10,7,2,7,2,3,1,0,0,4,7,4,0,8,65,18,19,12,1,4,54,33.33333333,35.18518519,22.22222222,1.851851852,7.407407407,0
201401,Fall 2014,PSY,202,PSY202,15314,"Pennefather, Jordan Thomas",0,29,34,13,48,56,54,54,41,0,26,0,10,23,10,0,15,398,63,117,149,26,10,365,17.26027397,32.05479452,40.82191781,7.123287671,2.739726027,0
201401,Fall 2014,PSY,202,PSY202,15315,"Hodges, Sara",0,27,18,24,22,26,7,8,3,2,1,0,1,4,2,0,6,145,45,72,18,3,1,139,32.37410072,51.79856115,12.94964029,2.158273381,0.71942446,0
201402,Winter 2015,PSY,202,PSY202,25158,"Shariff, Azim Fayaz",6,29,32,27,55,55,44,39,20,28,16,8,31,17,14,1,15,422,67,137,103,52,31,390,17.17948718,35.12820513,26.41025641,13.33333333,7.948717949,0
201403,Spring 2015,PSY,202,PSY202,35173,"Peterson, Jeffrey",11,10,12,26,47,29,26,30,23,10,9,6,12,26,19,0,18,296,33,102,79,25,12,251,13.14741036,40.6374502,31.47410359,9.960159363,4.780876494,0
201404,Summer 2015,PSY,202,PSY202,41882,"Pennefather, Jordan Thomas",1,5,0,0,7,0,0,3,0,0,1,0,3,3,1,0,2,24,6,7,3,1,3,20,30,35,15,5,15,0
201404,Summer 2015,PSY,202,PSY202,41883,"Measelle, Jeffrey R.",0,16,8,9,9,5,6,4,0,0,0,0,6,9,1,0,8,73,24,23,10,0,6,63,38.0952381,36.50793651,15.87301587,0,9.523809524,0
201501,Fall 2015,PSY,202,PSY202,15228,"Pennefather, Jordan Thomas",1,50,83,91,114,72,38,24,7,1,5,0,6,3,3,1,4,499,134,277,69,6,6,492,27.23577236,56.30081301,14.02439024,1.219512195,1.219512195,0
201502,Winter 2016,PSY,202,PSY202,25209,"Shariff, Azim Fayaz",6,135,80,99,76,26,21,13,6,1,1,0,5,5,1,12,13,487,221,201,40,2,5,469,47.12153518,42.85714286,8.528784648,0.426439232,1.066098081,0
201503,Spring 2016,PSY,202,PSY202,35148,"Peterson, Jeffrey",15,11,12,31,38,30,27,30,10,16,6,4,17,62,29,7,20,345,38,99,67,26,17,247,15.38461538,40.08097166,27.12550607,10.52631579,6.882591093,0
201504,Summer 2016,PSY,202,PSY202,41844,"Pennefather, Jordan Thomas",1,7,0,0,4,0,0,6,0,0,1,0,3,1,1,0,0,24,8,4,6,1,3,22,36.36363636,18.18181818,27.27272727,4.545454545,13.63636364,0
201504,Summer 2016,PSY,202,PSY202,41845,"Iurino, Kathryn",0,14,11,11,8,2,3,2,2,0,0,0,1,1,0,10,8,65,25,21,7,0,1,54,46.2962963,38.88888889,12.96296296,0,1.851851852,0
201301,Fall 2013,PSY,302,PSY302,16068,"Laurent, Sean Michael",0,2,6,5,10,9,4,2,6,2,1,3,5,0,0,0,0,55,8,24,12,6,5,55,14.54545455,43.63636364,21.81818182,10.90909091,9.090909091,0
201301,Fall 2013,PSY,302,PSY302,16071,"Laurent, Sean Michael",0,15,9,11,14,8,8,12,8,4,7,3,6,0,0,0,3,105,24,33,28,14,6,105,22.85714286,31.42857143,26.66666667,13.33333333,5.714285714,0
201301,Fall 2013,PSY,302,PSY302,16078,"Kosie, Jessica Elizabeth",0,12,4,5,17,7,11,11,6,2,1,2,8,0,1,0,3,87,16,29,28,5,8,86,18.60465116,33.72093023,32.55813953,5.813953488,9.302325581,0
201302,Winter 2014,PSY,302,PSY302,26350,"Ross, Robbie Alice",6,21,11,19,12,10,10,7,2,3,3,4,2,0,0,0,3,110,38,41,19,10,2,110,34.54545455,37.27272727,17.27272727,9.090909091,1.818181818,0
201302,Winter 2014,PSY,302,PSY302,26353,"Kosie, Jessica Elizabeth",4,6,11,12,17,12,11,13,6,3,3,3,1,1,0,0,2,103,21,41,30,9,1,102,20.58823529,40.19607843,29.41176471,8.823529412,0.980392157,0
201303,Spring 2014,PSY,302,PSY302,37658,"Ross, Robbie Alice",9,7,1,2,3,5,5,3,3,0,4,1,5,0,0,0,1,48,17,10,11,5,5,48,35.41666667,20.83333333,22.91666667,10.41666667,10.41666667,0
201303,Spring 2014,PSY,302,PSY302,37662,"Pennefather, Jordan Thomas",5,9,12,12,10,8,10,10,8,5,2,0,10,0,1,0,7,102,26,30,28,7,10,101,25.74257426,29.7029703,27.72277228,6.930693069,9.900990099,0
201303,Spring 2014,PSY,302,PSY302,38693,"Schumacher, William Miller",0,10,14,4,7,3,1,4,1,1,2,0,4,0,1,0,2,52,24,14,6,3,4,51,47.05882353,27.45098039,11.76470588,5.882352941,7.843137255,0
201304,Summer 2014,PSY,302,PSY302,47406,"Ross, Robbie Alice",2,1,2,2,2,4,2,4,3,0,0,0,3,0,0,1,0,26,5,8,9,0,3,25,20,32,36,0,12,0
201304,Summer 2014,PSY,302,PSY302,47409,"Laurent, Sean Michael",3,4,2,3,0,2,2,1,1,0,0,1,0,0,0,0,1,19,9,5,4,1,0,19,47.36842105,26.31578947,21.05263158,5.263157895,0,0
201401,Fall 2014,PSY,302,PSY302,15316,"Ross, Robbie Alice",1,8,1,6,9,7,2,6,3,1,3,2,3,0,1,0,2,53,10,22,11,6,3,52,19.23076923,42.30769231,21.15384615,11.53846154,5.769230769,0
201401,Fall 2014,PSY,302,PSY302,15318,"Laurent, Sean Michael",1,5,11,6,11,11,2,11,9,4,2,3,4,1,2,0,7,83,17,28,22,9,4,80,21.25,35,27.5,11.25,5,0
201401,Fall 2014,PSY,302,PSY302,15325,"Wallin, Jason Michael",2,4,9,8,9,11,10,4,3,1,2,0,6,0,2,0,3,71,15,28,17,3,6,69,21.73913043,40.57971014,24.63768116,4.347826087,8.695652174,0
201402,Winter 2015,PSY,302,PSY302,25160,"Laurent, Sean Michael",5,7,4,8,16,13,5,11,12,0,5,2,3,0,0,0,2,91,16,37,28,7,3,91,17.58241758,40.65934066,30.76923077,7.692307692,3.296703297,0
201402,Winter 2015,PSY,302,PSY302,25163,"Pennefather, Jordan Thomas",1,12,8,14,19,10,7,9,8,5,4,1,4,2,1,0,3,105,21,43,24,10,4,102,20.58823529,42.15686275,23.52941176,9.803921569,3.921568627,0
201403,Spring 2015,PSY,302,PSY302,35175,"Ross, Robbie Alice",0,13,11,9,7,9,6,8,3,1,1,3,5,0,2,0,3,78,24,25,17,5,5,76,31.57894737,32.89473684,22.36842105,6.578947368,6.578947368,0
201403,Spring 2015,PSY,302,PSY302,35185,"Wallin, Jason Michael",2,8,6,6,8,6,6,8,3,2,3,0,3,0,0,0,1,61,16,20,17,5,3,61,26.2295082,32.78688525,27.86885246,8.196721311,4.918032787,0
201404,Summer 2015,PSY,302,PSY302,41884,"Ross, Robbie Alice",3,1,0,1,5,0,2,1,2,0,1,1,2,0,1,0,1,20,4,6,5,2,2,19,21.05263158,31.57894737,26.31578947,10.52631579,10.52631579,0
201404,Summer 2015,PSY,302,PSY302,41887,"Laurent, Sean Michael",1,1,4,1,2,0,0,1,0,1,0,1,0,0,0,0,0,12,6,3,1,2,0,12,50,25,8.333333333,16.66666667,0,0
201501,Fall 2015,PSY,302,PSY302,15238,"Laurent, Sean Michael",0,15,11,12,14,10,10,10,3,5,3,0,5,0,3,0,7,101,26,36,23,8,5,98,26.53061224,36.73469388,23.46938776,8.163265306,5.102040816,0
201501,Fall 2015,PSY,302,PSY302,15245,"Isbell, Elif",1,20,11,13,14,13,9,12,3,2,1,0,2,0,4,0,1,105,32,40,24,3,2,101,31.68316832,39.6039604,23.76237624,2.97029703,1.98019802,0
201502,Winter 2016,PSY,302,PSY302,25229,"Dudukovic Kuhl, Nicole Maria",2,13,13,13,17,10,4,5,1,1,2,1,2,0,0,0,5,84,28,40,10,4,2,84,33.33333333,47.61904762,11.9047619,4.761904762,2.380952381,0
201502,Winter 2016,PSY,302,PSY302,25232,"Pennefather, Jordan Thomas",5,9,17,11,18,3,6,16,4,5,2,0,1,0,0,0,2,97,31,32,26,7,1,97,31.95876289,32.98969072,26.80412371,7.216494845,1.030927835,0
201503,Spring 2016,PSY,302,PSY302,35168,"Laurent, Sean Michael",0,10,8,13,14,10,5,9,7,5,2,1,8,0,2,1,0,95,18,37,21,8,8,92,19.56521739,40.2173913,22.82608696,8.695652174,8.695652174,0
201503,Spring 2016,PSY,302,PSY302,35177,"Ross, Robbie Alice",0,11,5,6,8,6,2,5,4,1,3,0,7,0,1,0,5,59,16,20,11,4,7,58,27.5862069,34.48275862,18.96551724,6.896551724,12.06896552,0
201504,Summer 2016,PSY,302,PSY302,41846,"Bell, Theodore Anthony",3,2,3,0,2,1,2,2,2,4,0,2,0,0,0,0,3,23,8,3,6,6,0,23,34.7826087,13.04347826,26.08695652,26.08695652,0,0
201301,Fall 2013,PSY,303,PSY303,16082,"Isbell, Jason Christopher",1,16,7,9,17,3,6,12,0,0,0,0,4,0,1,0,1,76,24,29,18,0,4,75,32,38.66666667,24,0,5.333333333,0
201301,Fall 2013,PSY,303,PSY303,16083,"Isbell, Jason Christopher",0,2,8,6,10,13,13,14,5,0,1,0,2,1,0,0,1,75,10,29,32,1,2,74,13.51351351,39.18918919,43.24324324,1.351351351,2.702702703,0
201302,Winter 2014,PSY,303,PSY303,26359,"Hailey, Brianna Clyde",1,6,5,4,20,10,3,13,6,3,1,0,2,0,0,0,2,74,12,34,22,4,2,74,16.21621622,45.94594595,29.72972973,5.405405405,2.702702703,0
201302,Winter 2014,PSY,303,PSY303,26360,"Bell, Theodore Anthony",0,7,11,8,4,6,5,3,3,0,0,1,1,0,0,0,0,49,18,18,11,1,1,49,36.73469388,36.73469388,22.44897959,2.040816327,2.040816327,0
201302,Winter 2014,PSY,303,PSY303,26368,"Mehta, Pranjal",0,18,14,5,22,8,2,0,0,0,1,0,3,0,0,0,1,73,32,35,2,1,3,73,43.83561644,47.94520548,2.739726027,1.369863014,4.109589041,0
201303,Spring 2014,PSY,303,PSY303,37668,"Isbell, Jason Christopher",1,15,4,6,30,5,7,13,3,0,2,1,2,0,2,0,5,91,20,41,23,3,2,89,22.47191011,46.06741573,25.84269663,3.370786517,2.247191011,0
201303,Spring 2014,PSY,303,PSY303,37669,"Howington, Devin Elaine",1,5,16,11,14,12,10,11,5,2,0,0,4,0,2,0,2,93,22,37,26,2,4,91,24.17582418,40.65934066,28.57142857,2.197802198,4.395604396,0
201304,Summer 2014,PSY,303,PSY303,47412,"Reed, Scott Allan",4,5,0,2,11,1,5,6,0,0,3,0,6,0,2,0,6,45,9,14,11,3,6,43,20.93023256,32.55813953,25.58139535,6.976744186,13.95348837,0
201401,Fall 2014,PSY,303,PSY303,15334,"Bell, Theodore Anthony",0,10,7,4,16,7,6,6,2,3,5,2,4,0,0,0,1,72,17,27,14,10,4,72,23.61111111,37.5,19.44444444,13.88888889,5.555555556,0
201401,Fall 2014,PSY,303,PSY303,15335,"Mehta, Pranjal",0,13,12,9,26,2,4,11,2,0,1,0,4,0,1,0,5,85,25,37,17,1,4,84,29.76190476,44.04761905,20.23809524,1.19047619,4.761904762,0
201402,Winter 2015,PSY,303,PSY303,25173,"Reed, Scott Allan",1,10,7,6,30,6,8,7,6,1,5,0,4,1,1,0,1,93,18,42,21,6,4,91,19.78021978,46.15384615,23.07692308,6.593406593,4.395604396,0
201402,Winter 2015,PSY,303,PSY303,25181,"Mehta, Pranjal",0,7,6,3,19,10,8,17,3,2,3,0,2,0,2,0,5,82,13,32,28,5,2,80,16.25,40,35,6.25,2.5,0
201403,Spring 2015,PSY,303,PSY303,35189,"Fausey, Caitlin Marie",0,14,7,8,22,8,6,9,2,1,2,1,4,0,1,0,2,85,21,38,17,4,4,84,25,45.23809524,20.23809524,4.761904762,4.761904762,0
201403,Spring 2015,PSY,303,PSY303,35190,"Isbell, Jason Christopher",5,18,0,13,23,0,9,8,0,2,4,0,3,0,0,0,8,85,23,36,17,6,3,85,27.05882353,42.35294118,20,7.058823529,3.529411765,0
201404,Summer 2015,PSY,303,PSY303,41892,"Isbell, Elif",0,3,4,4,9,10,1,3,3,2,3,0,5,0,0,0,3,47,7,23,7,5,5,47,14.89361702,48.93617021,14.89361702,10.63829787,10.63829787,0
201501,Fall 2015,PSY,303,PSY303,15253,"Pennefather, Jordan Thomas",2,20,8,6,17,3,4,5,3,0,0,0,2,0,1,0,0,71,30,26,12,0,2,70,42.85714286,37.14285714,17.14285714,0,2.857142857,0
201501,Fall 2015,PSY,303,PSY303,15254,"Mehta, Pranjal",1,4,7,11,11,3,6,6,10,0,1,0,1,0,2,0,4,63,12,25,22,1,1,61,19.67213115,40.98360656,36.06557377,1.639344262,1.639344262,0
201502,Winter 2016,PSY,303,PSY303,25242,"Fausey, Caitlin Marie",0,16,4,6,29,5,2,13,2,3,1,1,7,1,0,0,2,90,20,40,17,5,7,89,22.47191011,44.94382022,19.1011236,5.617977528,7.865168539,0
201502,Winter 2016,PSY,303,PSY303,25247,"Mehta, Pranjal",2,21,0,11,24,0,7,13,0,0,2,0,7,0,2,0,2,89,23,35,20,2,7,87,26.43678161,40.22988506,22.98850575,2.298850575,8.045977011,0
201503,Spring 2016,PSY,303,PSY303,35181,"Dudukovic Kuhl, Nicole Maria",0,12,6,2,21,9,4,17,4,2,0,0,4,0,2,1,3,84,18,32,25,2,4,81,22.22222222,39.50617284,30.86419753,2.469135802,4.938271605,0
201503,Spring 2016,PSY,303,PSY303,35182,"Wallin, Jason Michael",8,12,13,10,13,7,9,9,3,2,0,0,0,0,2,0,5,88,33,30,21,2,0,86,38.37209302,34.88372093,24.41860465,2.325581395,0,0
201504,Summer 2016,PSY,303,PSY303,41852,"Dassonville, Paul R.",5,2,1,4,4,5,6,3,1,1,0,0,1,0,0,1,3,34,8,13,10,1,1,33,24.24242424,39.39393939,30.3030303,3.03030303,3.03030303,0
201301,Fall 2013,PSY,304,PSY304,16092,"Dassonville, Paul R.",7,10,8,8,13,8,6,11,7,1,3,1,1,10,4,0,4,98,25,29,24,5,1,84,29.76190476,34.52380952,28.57142857,5.952380952,1.19047619,0
201302,Winter 2014,PSY,304,PSY304,26372,"Dassonville, Paul R.",6,12,8,9,12,10,7,9,7,2,2,0,3,6,4,0,4,97,26,31,23,4,3,87,29.88505747,35.63218391,26.43678161,4.597701149,3.448275862,0
201303,Spring 2014,PSY,304,PSY304,37678,"Lewis, Jennifer Kay",9,14,6,8,13,5,5,11,11,2,2,1,3,6,4,0,0,100,29,26,27,5,3,90,32.22222222,28.88888889,30,5.555555556,3.333333333,0
201304,Summer 2014,PSY,304,PSY304,47415,"Isbell, Jason Christopher",3,1,3,0,1,4,3,2,2,0,0,0,0,1,2,1,1,23,7,5,7,0,0,19,36.84210526,26.31578947,36.84210526,0,0,0
201304,Summer 2014,PSY,304,PSY304,47416,"Reed, Scott Allan",1,1,1,2,5,1,1,1,2,1,1,0,0,1,0,0,1,18,3,8,4,2,0,17,17.64705882,47.05882353,23.52941176,11.76470588,0,0
201401,Fall 2014,PSY,304,PSY304,15344,"Smear, Matthew Charles",0,11,4,6,20,6,2,17,4,2,8,3,3,4,6,0,4,96,15,32,23,13,3,86,17.44186047,37.20930233,26.74418605,15.11627907,3.488372093,0
201402,Winter 2015,PSY,304,PSY304,25187,"Reed, Scott Allan",2,8,6,10,22,7,11,2,2,0,0,0,1,15,7,0,4,93,16,39,15,0,1,71,22.53521127,54.92957746,21.12676056,0,1.408450704,0
201403,Spring 2015,PSY,304,PSY304,35201,"Lewis, Jennifer Kay",1,18,6,6,24,7,5,15,5,0,3,2,2,1,5,0,0,100,25,37,25,5,2,94,26.59574468,39.36170213,26.59574468,5.319148936,2.127659574,0
201404,Summer 2015,PSY,304,PSY304,41897,"Dudukovic Kuhl, Nicole Maria",1,3,1,1,1,6,0,6,2,0,0,1,0,2,0,0,0,24,5,8,8,1,0,22,22.72727273,36.36363636,36.36363636,4.545454545,0,0
201501,Fall 2015,PSY,304,PSY304,15265,"Dassonville, Paul R.",7,10,10,10,6,11,10,4,8,3,3,0,3,7,5,0,4,97,27,27,22,6,3,85,31.76470588,31.76470588,25.88235294,7.058823529,3.529411765,0
201502,Winter 2016,PSY,304,PSY304,25254,"Smear, Matthew Charles",12,11,4,9,14,8,8,7,6,4,1,1,6,4,2,0,1,97,27,31,21,6,6,91,29.67032967,34.06593407,23.07692308,6.593406593,6.593406593,0
201503,Spring 2016,PSY,304,PSY304,35193,"Blanc-Goldhammer, Daryn Richelle",4,12,6,8,16,11,7,11,4,2,2,1,2,9,1,0,2,96,22,35,22,5,2,86,25.58139535,40.69767442,25.58139535,5.813953488,2.325581395,0
201504,Summer 2016,PSY,304,PSY304,41856,"Rode, Catrin-Claudia",3,4,1,3,2,3,3,2,2,1,0,2,1,2,1,0,2,30,8,8,7,3,1,27,29.62962963,29.62962963,25.92592593,11.11111111,3.703703704,0
201301,Fall 2013,PSY,330,PSY330,16097,"Rode, Catrin-Claudia",4,23,13,27,21,11,12,17,3,0,1,0,1,10,3,0,2,146,40,59,32,1,1,133,30.07518797,44.36090226,24.06015038,0.751879699,0.751879699,0
201303,Spring 2014,PSY,330,PSY330,37683,"Rode, Catrin-Claudia",14,26,27,10,16,9,9,10,5,2,1,1,4,10,1,1,4,146,67,35,24,4,4,134,50,26.11940299,17.91044776,2.985074627,2.985074627,0
201303,Spring 2014,PSY,330,PSY330,38728,"Rodini, Joseph F.",10,21,19,15,26,5,4,7,2,0,2,2,2,4,2,1,3,122,50,46,13,4,2,115,43.47826087,40,11.30434783,3.47826087,1.739130435,0
201304,Summer 2014,PSY,330,PSY330,47417,"Rode, Catrin-Claudia",3,2,3,2,8,1,3,4,1,0,0,0,0,3,0,0,0,30,8,11,8,0,0,27,29.62962963,40.74074074,29.62962963,0,0,0
201401,Fall 2014,PSY,330,PSY330,15349,"Bell, Theodore Anthony",6,16,18,19,21,11,11,9,2,0,3,2,5,9,7,0,9,139,40,51,22,5,5,123,32.5203252,41.46341463,17.88617886,4.06504065,4.06504065,0
201402,Winter 2015,PSY,330,PSY330,26247,"Rode, Catrin-Claudia",4,56,15,8,22,5,5,12,4,4,4,1,2,0,1,0,8,143,75,35,21,9,2,142,52.81690141,24.64788732,14.78873239,6.338028169,1.408450704,0
201403,Spring 2015,PSY,330,PSY330,35206,"Mercier, Brett Gregory",6,15,18,14,27,16,14,8,8,0,2,2,2,7,7,0,4,146,39,57,30,4,2,132,29.54545455,43.18181818,22.72727273,3.03030303,1.515151515,0
201404,Summer 2015,PSY,330,PSY330,41898,"Rode, Catrin-Claudia",1,1,2,0,10,2,1,4,4,0,0,1,2,5,0,0,2,33,4,12,9,1,2,28,14.28571429,42.85714286,32.14285714,3.571428571,7.142857143,0
201501,Fall 2015,PSY,330,PSY330,15270,"Bell, Theodore Anthony",3,22,20,10,21,24,9,7,7,2,4,3,2,8,5,0,3,147,45,55,23,9,2,134,33.58208955,41.04477612,17.1641791,6.71641791,1.492537313,0
201502,Winter 2016,PSY,330,PSY330,25259,"Baldwin, Dare",0,25,14,15,38,10,7,8,1,1,3,1,1,12,2,3,4,141,39,63,16,5,1,124,31.4516129,50.80645161,12.90322581,4.032258065,0.806451613,0
201502,Winter 2016,PSY,330,PSY330,26799,"Rode, Catrin-Claudia",0,8,12,6,3,0,0,0,0,0,0,0,0,0,0,0,0,29,20,9,0,0,0,29,68.96551724,31.03448276,0,0,0,0
201503,Spring 2016,PSY,330,PSY330,35198,"Wehr, Michael Stephen",13,24,19,23,15,7,10,8,3,0,4,0,0,7,4,0,2,137,56,45,21,4,0,126,44.44444444,35.71428571,16.66666667,3.174603175,0,0
201302,Winter 2014,PSY,348,PSY348,26379,"Karns, Christina M.",2,5,4,3,10,3,0,2,0,0,0,0,0,1,0,0,0,30,11,16,2,0,0,29,37.93103448,55.17241379,6.896551724,0,0,0
201403,Spring 2015,PSY,348,PSY348,36155,"Wehr, Michael Stephen",5,16,17,12,13,11,9,10,5,3,2,2,4,21,4,0,6,134,38,36,24,7,4,109,34.86238532,33.02752294,22.01834862,6.422018349,3.669724771,0
201502,Winter 2016,PSY,348,PSY348,26605,"Saunders, Jonathan L.",7,15,18,9,22,12,9,9,16,0,9,0,0,33,1,1,8,161,40,43,34,9,0,126,31.74603175,34.12698413,26.98412698,7.142857143,0,0
201504,Summer 2016,PSY,348,PSY348,42286,"Birrell, Pamela L Jost",2,7,4,3,9,5,1,3,2,1,1,0,0,2,1,1,3,42,13,17,6,2,0,38,34.21052632,44.73684211,15.78947368,5.263157895,0,0
201302,Winter 2014,PSY,366,PSY366,26380,"Ibaraki, Alicia Yee",40,59,0,0,23,0,0,11,0,0,2,0,3,4,1,1,5,144,99,23,11,2,3,138,71.73913043,16.66666667,7.971014493,1.449275362,2.173913043,0
201304,Summer 2014,PSY,366,PSY366,47418,"Hall, Gordon C. N.",1,5,6,3,11,2,3,2,0,0,0,1,0,4,0,0,4,38,12,16,5,1,0,34,35.29411765,47.05882353,14.70588235,2.941176471,0,0
201402,Winter 2015,PSY,366,PSY366,25193,"Sun, Xiaoning",0,27,9,28,16,12,13,13,1,3,2,0,5,7,3,0,11,139,36,56,27,5,5,129,27.90697674,43.41085271,20.93023256,3.875968992,3.875968992,0
201404,Summer 2015,PSY,366,PSY366,41899,"Sun, Xiaoning",0,10,6,5,5,4,4,3,0,1,0,0,0,1,1,0,2,40,16,14,7,1,0,38,42.10526316,36.84210526,18.42105263,2.631578947,0,0
201501,Fall 2015,PSY,366,PSY366,16570,"Hall, Gordon C. N.",3,13,5,7,11,3,0,1,2,0,1,0,0,2,1,0,1,49,21,21,3,1,0,46,45.65217391,45.65217391,6.52173913,2.173913043,0,0
