TERM,TERM_DESC,SUBJ,NUMB,class,CRN,INSTRUCTOR,AP,A,AM,BP,B,BM,CP,C,CM,DP,D,DM,F,P,N,OTHER,W,TOT_NON_W,atot,btot,ctot,dtot,ftot,tot,aprec,bprec,cprec,dprec,fprec
201301,Fall 2013,J,201,J201,14065,"Erickson, Mary Paulette Adeline",14,35,41,49,64,34,22,18,4,8,5,0,3,6,11,0,4,314,90,147,44,13,3,297,30.3030303,49.49494949,14.81481481,4.377104377,1.01010101
201301,Fall 2013,J,201,J201,14066,"Gallicano, Tiffany Derville",1,4,29,44,43,56,20,9,7,2,2,0,2,1,2,0,3,222,34,143,36,4,2,219,15.52511416,65.29680365,16.43835616,1.826484018,0.913242009
201301,Fall 2013,J,201,J201,14067,"Bratslavsky, Lauren Michelle",3,18,19,22,14,12,11,8,5,0,1,1,5,6,4,0,5,129,40,48,24,2,5,119,33.61344538,40.33613445,20.16806723,1.680672269,4.201680672
201301,Fall 2013,J,201,J201,14068,"Erickson, Mary Paulette Adeline",3,5,17,16,16,24,11,8,10,4,6,0,3,11,6,0,1,140,25,56,29,10,3,123,20.32520325,45.52845528,23.57723577,8.130081301,2.43902439
201302,Winter 2014,J,201,J201,24314,"Sen, Biswarup",0,3,13,23,45,49,19,12,14,0,2,1,7,5,6,0,1,199,16,117,45,3,7,188,8.510638298,62.23404255,23.93617021,1.595744681,3.723404255
201302,Winter 2014,J,201,J201,28441,"Sen, Biswarup",0,16,20,19,30,48,12,18,17,7,1,0,0,8,1,0,3,197,36,97,47,8,0,188,19.14893617,51.59574468,25,4.255319149,0
201303,Spring 2014,J,201,J201,35599,"Schwartz, Jennifer Trinneer",0,13,22,27,51,38,15,6,3,0,5,0,0,6,0,8,6,194,35,116,24,5,0,180,19.44444444,64.44444444,13.33333333,2.777777778,0
201303,Spring 2014,J,201,J201,35600,"Erickson, Mary Paulette Adeline",3,5,10,4,9,17,4,1,3,1,0,2,0,3,0,0,1,62,18,30,8,3,0,59,30.50847458,50.84745763,13.55932203,5.084745763,0
201303,Spring 2014,J,201,J201,38975,"Dean, Jenny Johanna",0,3,6,19,40,31,20,14,4,1,0,1,4,7,2,0,3,152,9,90,38,2,4,143,6.293706294,62.93706294,26.57342657,1.398601399,2.797202797
201304,Summer 2014,J,201,J201,46731,"Workneh, Tewodros Workalemahu",1,4,2,1,10,7,3,0,0,0,0,0,0,1,0,0,2,29,7,18,3,0,0,28,25,64.28571429,10.71428571,0,0
201401,Fall 2014,J,201,J201,13287,"Schwartz, Jennifer Trinneer",2,18,27,25,36,21,28,18,9,6,5,1,10,5,8,0,8,219,47,82,55,12,10,206,22.81553398,39.80582524,26.69902913,5.825242718,4.854368932
201401,Fall 2014,J,201,J201,13288,"Gallicano, Tiffany Derville",3,9,28,30,49,58,35,33,20,7,1,1,7,1,0,0,6,282,40,137,88,9,7,281,14.23487544,48.7544484,31.31672598,3.202846975,2.491103203
201401,Fall 2014,J,201,J201,13289,"Alilunas, Peter Kenneth",6,21,17,17,33,17,13,11,2,5,2,0,4,4,0,0,1,152,44,67,26,7,4,148,29.72972973,45.27027027,17.56756757,4.72972973,2.702702703
201401,Fall 2014,J,201,J201,13290,"Mundy, Dean Edward",2,8,8,10,13,13,10,17,5,6,2,0,3,0,3,0,0,100,18,36,32,8,3,97,18.55670103,37.11340206,32.98969072,8.24742268,3.092783505
201401,Fall 2014,J,201,J201,16947,"Schwartz, Jennifer Trinneer",2,9,14,14,20,11,5,5,5,3,1,1,4,1,3,0,2,98,25,45,15,5,4,94,26.59574468,47.87234043,15.95744681,5.319148936,4.255319149
201402,Winter 2015,J,201,J201,23050,"Sen, Biswarup",1,13,30,16,18,19,9,12,3,2,0,2,2,1,1,0,7,129,44,53,24,4,2,127,34.64566929,41.73228346,18.8976378,3.149606299,1.57480315
201402,Winter 2015,J,201,J201,23051,"Somaini, Francesco",0,12,11,22,30,28,12,12,5,0,0,0,0,1,0,2,1,135,23,80,29,0,0,132,17.42424242,60.60606061,21.96969697,0,0
201402,Winter 2015,J,201,J201,26711,"Schwartz, Jennifer Trinneer",2,29,28,10,22,19,4,7,6,1,1,0,3,0,3,0,8,135,59,51,17,2,3,132,44.6969697,38.63636364,12.87878788,1.515151515,2.272727273
201403,Spring 2015,J,201,J201,33063,"Alilunas, Peter Kenneth",0,8,20,24,27,29,16,9,11,0,5,0,1,2,1,0,1,153,28,80,36,5,1,150,18.66666667,53.33333333,24,3.333333333,0.666666667
201403,Spring 2015,J,201,J201,33064,"Sen, Biswarup",1,3,4,11,7,8,4,11,5,0,2,1,4,3,3,0,0,67,8,26,20,3,4,61,13.1147541,42.62295082,32.78688525,4.918032787,6.557377049
201403,Spring 2015,J,201,J201,33065,"Valencia, Ricardo J.",3,11,16,16,39,21,17,14,2,1,1,0,0,3,0,4,5,148,30,76,33,2,0,141,21.27659574,53.90070922,23.40425532,1.418439716,0
201404,Summer 2015,J,201,J201,41170,"Gallicano, Tiffany Derville",0,10,10,6,4,3,0,1,0,0,0,0,0,0,0,0,0,34,20,13,1,0,0,34,58.82352941,38.23529412,2.941176471,0,0
201501,Fall 2015,J,201,J201,13181,"Workneh, Tewodros Workalemahu",4,28,40,30,64,31,21,18,9,3,3,4,9,3,0,0,4,267,72,125,48,10,9,264,27.27272727,47.34848485,18.18181818,3.787878788,3.409090909
201501,Fall 2015,J,201,J201,13182,"Schwartz, Jennifer Trinneer",0,5,21,29,49,33,24,17,12,4,4,3,5,6,2,1,3,215,26,111,53,11,5,206,12.62135922,53.88349515,25.72815534,5.339805825,2.427184466
201501,Fall 2015,J,201,J201,13183,"Gallicano, Tiffany Derville",0,2,10,10,9,13,8,13,3,1,0,0,0,1,0,0,1,70,12,32,24,1,0,69,17.39130435,46.37681159,34.7826087,1.449275362,0
201501,Fall 2015,J,201,J201,13184,"Elias, Troy Rawle Clive",5,16,28,21,28,28,9,7,5,0,2,0,1,3,1,0,1,154,49,77,21,2,1,150,32.66666667,51.33333333,14,1.333333333,0.666666667
201501,Fall 2015,J,201,J201,16235,"Sen, Biswarup",7,2,9,8,4,5,1,1,0,0,0,0,1,0,0,0,1,38,18,17,2,0,1,38,47.36842105,44.73684211,5.263157895,0,2.631578947
201502,Winter 2016,J,201,J201,23098,"Schwartz, Jennifer Trinneer",0,12,13,20,38,18,20,16,0,0,3,0,2,8,1,0,4,151,25,76,36,3,2,142,17.6056338,53.52112676,25.35211268,2.112676056,1.408450704
201502,Winter 2016,J,201,J201,23099,"Sen, Biswarup",3,10,31,42,27,41,20,17,10,5,3,3,0,2,1,0,2,215,44,110,47,11,0,212,20.75471698,51.88679245,22.16981132,5.188679245,0
201503,Spring 2016,J,201,J201,32985,"Workneh, Tewodros Workalemahu",0,11,13,14,43,24,23,12,4,0,2,0,1,4,0,0,5,151,24,81,39,2,1,147,16.32653061,55.10204082,26.53061224,1.360544218,0.680272109
201503,Spring 2016,J,201,J201,32986,"Gallicano, Tiffany Derville",0,4,9,8,19,17,12,6,0,3,0,0,2,4,4,1,4,89,13,44,18,3,2,80,16.25,55,22.5,3.75,2.5
201503,Spring 2016,J,201,J201,32987,"Azhar, Farah",6,23,29,30,25,17,9,6,2,1,1,1,0,0,0,0,5,150,58,72,17,3,0,150,38.66666667,48,11.33333333,2,0
201504,Summer 2016,J,201,J201,41121,"Mariam, Majd",3,7,1,3,6,0,0,0,0,1,0,0,0,0,0,0,1,21,11,9,0,1,0,21,52.38095238,42.85714286,0,4.761904762,0
201504,Summer 2016,J,201,J201,42489,"Tizon, Alex",0,1,2,4,7,0,3,1,1,0,0,1,0,1,0,0,0,21,3,11,5,1,0,20,15,55,25,5,0
201301,Fall 2013,J,205,J205,14069,"Heyamoto, Lisa Joy",1,16,41,43,24,4,4,0,0,0,0,0,0,0,0,0,4,133,58,71,4,0,0,133,43.60902256,53.38345865,3.007518797,0,0
201301,Fall 2013,J,205,J205,14070,"Steffen, Susan Annette",0,11,42,45,27,7,3,2,0,0,0,0,3,0,0,0,0,140,53,79,5,0,3,140,37.85714286,56.42857143,3.571428571,0,2.142857143
201302,Winter 2014,J,205,J205,24316,"Wheeler, Thomas",1,16,54,43,11,0,1,0,0,0,0,0,0,0,0,0,2,126,71,54,1,0,0,126,56.34920635,42.85714286,0.793650794,0,0
201302,Winter 2014,J,205,J205,24317,"Matthews, Kelli Irene",1,6,25,22,26,33,8,5,0,0,0,1,0,0,0,0,5,127,32,81,13,1,0,127,25.19685039,63.77952756,10.23622047,0.787401575,0
201304,Summer 2014,J,205,J205,46733,"Heyamoto, Lisa Joy",0,1,12,10,14,10,5,2,2,1,0,0,0,0,0,0,0,57,13,34,9,1,0,57,22.80701754,59.64912281,15.78947368,1.754385965,0
201401,Fall 2014,J,205,J205,13291,"Tizon, Alex",0,0,9,24,27,45,20,18,1,0,0,0,2,0,0,0,3,146,9,96,39,0,2,146,6.164383562,65.75342466,26.71232877,0,1.369863014
201401,Fall 2014,J,205,J205,13292,"Munther, Courtney Christine Hunt",0,5,26,48,27,23,7,2,0,0,0,0,1,0,0,0,1,139,31,98,9,0,1,139,22.30215827,70.50359712,6.474820144,0,0.71942446
201402,Winter 2015,J,205,J205,23052,"Morrison, Daniel Dean",0,18,15,35,38,7,1,5,1,0,0,0,1,0,0,0,4,121,33,80,7,0,1,121,27.27272727,66.11570248,5.785123967,0,0.826446281
201402,Winter 2015,J,205,J205,23053,"Anderson Wright, Kristen Leigh",0,19,23,36,19,6,2,0,0,0,0,0,2,0,0,0,2,107,42,61,2,0,2,107,39.25233645,57.00934579,1.869158879,0,1.869158879
201404,Summer 2015,J,205,J205,41171,"Heyamoto, Lisa Joy",0,4,16,17,9,8,3,4,1,0,0,0,1,0,0,0,0,63,20,34,8,0,1,63,31.74603175,53.96825397,12.6984127,0,1.587301587
201501,Fall 2015,J,205,J205,13186,"Park, Sung Jin",0,7,35,42,33,22,3,2,2,0,0,0,0,0,0,0,0,146,42,97,7,0,0,146,28.76712329,66.43835616,4.794520548,0,0
201501,Fall 2015,J,205,J205,13187,"Shontz, Lori Marie",0,15,23,34,22,9,4,0,1,0,0,0,0,0,0,0,4,108,38,65,5,0,0,108,35.18518519,60.18518519,4.62962963,0,0
201502,Winter 2016,J,205,J205,23100,"Milbourn, Mark Todd",0,3,22,30,33,28,3,2,1,0,0,0,0,0,0,0,2,122,25,91,6,0,0,122,20.49180328,74.59016393,4.918032787,0,0
201502,Winter 2016,J,205,J205,23101,"Deitz, Charles Edward",0,21,40,41,22,3,3,2,0,0,0,0,0,0,0,0,1,132,61,66,5,0,0,132,46.21212121,50,3.787878788,0,0
201504,Summer 2016,J,205,J205,41122,"Tizon, Alex",0,6,29,32,24,4,0,0,0,0,0,0,0,0,0,0,0,95,35,60,0,0,0,95,36.84210526,63.15789474,0,0,0
201301,Fall 2013,J,206,J206,14071,"Heyamoto, Lisa Joy",1,17,40,43,24,4,4,0,0,0,0,0,0,0,0,0,4,133,58,71,4,0,0,133,43.60902256,53.38345865,3.007518797,0,0
201301,Fall 2013,J,206,J206,14076,"Steffen, Susan Annette",0,10,43,45,27,7,3,2,0,0,0,0,3,0,0,0,0,140,53,79,5,0,3,140,37.85714286,56.42857143,3.571428571,0,2.142857143
201302,Winter 2014,J,206,J206,24318,"Wheeler, Thomas",1,16,54,43,11,0,1,0,0,0,0,0,0,0,0,0,2,126,71,54,1,0,0,126,56.34920635,42.85714286,0.793650794,0,0
201302,Winter 2014,J,206,J206,24323,"Matthews, Kelli Irene",0,5,27,21,27,33,8,5,0,0,0,1,0,0,0,0,5,127,32,81,13,1,0,127,25.19685039,63.77952756,10.23622047,0.787401575,0
201304,Summer 2014,J,206,J206,46734,"Heyamoto, Lisa Joy",0,1,12,10,14,10,5,2,2,1,0,0,0,0,0,0,0,57,13,34,9,1,0,57,22.80701754,59.64912281,15.78947368,1.754385965,0
201401,Fall 2014,J,206,J206,13293,"Tizon, Alex",0,0,9,24,27,45,20,18,1,0,0,0,2,0,0,0,3,146,9,96,39,0,2,146,6.164383562,65.75342466,26.71232877,0,1.369863014
201401,Fall 2014,J,206,J206,13298,"Munther, Courtney Christine Hunt",0,5,26,48,27,23,7,2,0,0,0,0,1,0,0,0,1,139,31,98,9,0,1,139,22.30215827,70.50359712,6.474820144,0,0.71942446
201402,Winter 2015,J,206,J206,23054,"Morrison, Daniel Dean",0,18,15,35,38,7,1,5,1,0,0,0,1,0,0,0,4,121,33,80,7,0,1,121,27.27272727,66.11570248,5.785123967,0,0.826446281
201402,Winter 2015,J,206,J206,23059,"Anderson Wright, Kristen Leigh",0,19,23,36,19,6,2,0,0,0,0,0,2,0,0,0,2,107,42,61,2,0,2,107,39.25233645,57.00934579,1.869158879,0,1.869158879
201404,Summer 2015,J,206,J206,41172,"Heyamoto, Lisa Joy",0,4,16,17,9,8,3,4,1,0,0,0,1,0,0,0,0,63,20,34,8,0,1,63,31.74603175,53.96825397,12.6984127,0,1.587301587
201501,Fall 2015,J,206,J206,13188,"Park, Sung Jin",0,7,35,42,33,22,3,2,2,0,0,0,0,0,0,0,0,146,42,97,7,0,0,146,28.76712329,66.43835616,4.794520548,0,0
201501,Fall 2015,J,206,J206,13193,"Shontz, Lori Marie",0,15,23,34,22,9,4,0,1,0,0,0,0,0,0,0,4,108,38,65,5,0,0,108,35.18518519,60.18518519,4.62962963,0,0
201502,Winter 2016,J,206,J206,23102,"Milbourn, Mark Todd",0,3,22,30,33,28,3,2,1,0,0,0,0,0,0,0,2,122,25,91,6,0,0,122,20.49180328,74.59016393,4.918032787,0,0
201502,Winter 2016,J,206,J206,23107,"Deitz, Charles Edward",0,21,40,41,22,3,3,2,0,0,0,0,0,0,0,0,1,132,61,66,5,0,0,132,46.21212121,50,3.787878788,0,0
201504,Summer 2016,J,206,J206,41123,"Madison, Eddie Lawrence",0,6,29,32,24,4,0,0,0,0,0,0,0,0,0,0,0,95,35,60,0,0,0,95,36.84210526,63.15789474,0,0,0
201302,Winter 2014,J,207,J207,24340,"Blaine, Marquis Edward",0,1,24,55,47,3,1,1,0,0,0,0,0,0,0,0,0,132,25,105,2,0,0,132,18.93939394,79.54545455,1.515151515,0,0
201302,Winter 2014,J,207,J207,24346,"Morrison, Daniel Dean",0,1,17,31,63,10,5,1,0,0,0,0,1,0,0,0,2,129,18,104,6,0,1,129,13.95348837,80.62015504,4.651162791,0,0.775193798
201303,Spring 2014,J,207,J207,35601,"Blaine, Marquis Edward",1,8,41,37,31,5,4,0,0,1,0,0,0,0,0,0,0,128,50,73,4,1,0,128,39.0625,57.03125,3.125,0.78125,0
201303,Spring 2014,J,207,J207,35606,"Madison, Eddie Lawrence",0,12,29,29,39,8,1,1,0,0,0,0,0,0,0,0,1,119,41,76,2,0,0,119,34.45378151,63.86554622,1.680672269,0,0
201304,Summer 2014,J,207,J207,46739,"Matthews, Kelli Irene",0,5,15,14,12,2,3,0,0,0,0,0,0,0,0,0,0,51,20,28,3,0,0,51,39.21568627,54.90196078,5.882352941,0,0
201402,Winter 2015,J,207,J207,23074,"Heyamoto, Lisa Joy",1,13,36,52,43,8,1,0,0,0,0,0,0,0,0,0,0,154,50,103,1,0,0,154,32.46753247,66.88311688,0.649350649,0,0
201402,Winter 2015,J,207,J207,23079,"Heyamoto, Lisa Joy",0,12,53,34,18,3,1,1,0,0,0,0,0,0,0,0,0,122,65,55,2,0,0,122,53.27868852,45.08196721,1.639344262,0,0
201403,Spring 2015,J,207,J207,33066,"Madison, Eddie Lawrence",0,2,13,32,46,10,3,4,1,0,0,0,0,0,0,0,0,111,15,88,8,0,0,111,13.51351351,79.27927928,7.207207207,0,0
201403,Spring 2015,J,207,J207,33071,"Madison, Eddie Lawrence",0,13,34,39,21,2,0,1,0,0,0,0,0,0,0,0,0,110,47,62,1,0,0,110,42.72727273,56.36363636,0.909090909,0,0
201404,Summer 2015,J,207,J207,41177,"Heyamoto, Lisa Joy",0,23,23,11,4,0,0,0,0,0,0,0,0,0,0,0,0,61,46,15,0,0,0,61,75.40983607,24.59016393,0,0,0
201502,Winter 2016,J,207,J207,23122,"Matthews, Kelli Irene",0,1,25,59,25,10,4,3,0,0,0,0,0,0,0,1,0,128,26,94,7,0,0,127,20.47244094,74.01574803,5.511811024,0,0
201502,Winter 2016,J,207,J207,23127,"Thier, Kathryn Abigail",0,15,43,18,28,13,2,1,0,0,0,0,2,0,0,0,0,122,58,59,3,0,2,122,47.54098361,48.36065574,2.459016393,0,1.639344262
201503,Spring 2016,J,207,J207,32988,"Munther, Courtney Christine Hunt",0,24,48,32,11,3,2,0,0,0,0,0,0,0,0,0,1,120,72,46,2,0,0,120,60,38.33333333,1.666666667,0,0
201503,Spring 2016,J,207,J207,32993,"Madison, Eddie Lawrence",0,16,39,39,17,12,1,0,1,0,0,0,2,0,0,0,1,127,55,68,2,0,2,127,43.30708661,53.54330709,1.57480315,0,1.57480315
201504,Summer 2016,J,207,J207,41128,"Martinez, Gabriela",0,22,42,20,10,0,0,0,0,0,0,0,0,0,0,0,0,94,64,30,0,0,0,94,68.08510638,31.91489362,0,0,0
201301,Fall 2013,J,208,J208,14083,"De La Cruz, Sonia",0,4,14,3,1,0,0,0,0,0,0,0,0,0,0,0,1,22,18,4,0,0,0,22,81.81818182,18.18181818,0,0,0
201401,Fall 2014,J,208,J208,13315,"Martinez, Gabriela",0,1,3,5,10,0,0,2,0,2,0,0,1,0,0,0,0,24,4,15,2,2,1,24,16.66666667,62.5,8.333333333,8.333333333,4.166666667
201501,Fall 2015,J,208,J208,13210,"Stellavato, Michaelle Dawn",0,1,7,3,3,0,0,0,0,0,0,0,1,0,0,0,2,15,8,6,0,0,1,15,53.33333333,40,0,0,6.666666667
201301,Fall 2013,J,209,J209,18370,"Stellavato, Michaelle Dawn",1,7,7,5,9,2,1,0,0,0,1,0,0,1,1,0,2,35,15,16,1,1,0,33,45.45454545,48.48484848,3.03030303,3.03030303,0
201302,Winter 2014,J,209,J209,27665,"Stellavato, Michaelle Dawn",0,12,3,5,10,0,1,0,0,0,0,0,0,0,0,0,4,31,15,15,1,0,0,31,48.38709677,48.38709677,3.225806452,0,0
201303,Spring 2014,J,209,J209,35621,"Hanna, Erin Melissa",1,8,8,6,5,1,0,0,0,0,0,0,1,0,0,0,2,30,17,12,0,0,1,30,56.66666667,40,0,0,3.333333333
201401,Fall 2014,J,209,J209,13316,"Elias, Troy Rawle Clive",0,0,4,0,5,0,1,0,3,0,0,2,0,0,1,0,1,16,4,5,4,2,0,15,26.66666667,33.33333333,26.66666667,13.33333333,0
201402,Winter 2015,J,209,J209,23092,"Elias, Troy Rawle Clive",1,3,0,7,3,2,1,3,0,0,0,0,0,2,0,0,0,22,4,12,4,0,0,20,20,60,20,0,0
201403,Spring 2015,J,209,J209,33084,"Ostrove, Geoffrey Benjamin",0,0,5,4,9,6,3,1,0,0,0,0,0,2,1,0,1,31,5,19,4,0,0,28,17.85714286,67.85714286,14.28571429,0,0
201404,Summer 2015,J,209,J209,41182,"Merskin, Debra",0,4,8,1,0,1,1,0,0,0,0,0,0,0,0,0,3,15,12,2,1,0,0,15,80,13.33333333,6.666666667,0,0
201301,Fall 2013,J,314,J314,18073,"Sheehan, Kim Bartel",0,6,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,13,7,6,0,0,0,13,53.84615385,46.15384615,0,0,0
201301,Fall 2013,J,315H,J315H,18086,"Sheehan, Kim Bartel",0,10,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,2,0,0,0,19,89.47368421,10.52631579,0,0,0
201501,Fall 2015,J,315H,J315H,13213,"Soderlund, Gretchen",2,11,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,18,16,1,1,0,0,18,88.88888889,5.555555556,5.555555556,0,0
201301,Fall 2013,J,320,J320,18369,"Merskin, Debra",5,15,14,35,39,11,5,5,2,0,0,0,1,0,0,0,2,132,34,85,12,0,1,132,25.75757576,64.39393939,9.090909091,0,0.757575758
201302,Winter 2014,J,320,J320,24364,"Soderlund, Gretchen",1,3,1,3,24,6,2,25,0,0,4,0,1,0,0,0,1,70,5,33,27,4,1,70,7.142857143,47.14285714,38.57142857,5.714285714,1.428571429
201303,Spring 2014,J,320,J320,35622,"Favara, Jeremiah Blaise",0,5,18,33,10,3,1,0,0,0,0,0,0,0,0,0,0,70,23,46,1,0,0,70,32.85714286,65.71428571,1.428571429,0,0
201304,Summer 2014,J,320,J320,46745,"Merskin, Debra",0,2,2,5,8,5,2,4,0,1,1,0,0,0,0,0,0,30,4,18,6,2,0,30,13.33333333,60,20,6.666666667,0
201401,Fall 2014,J,320,J320,13319,"Soderlund, Gretchen",0,20,3,20,86,2,3,10,0,0,0,0,2,0,0,0,1,146,23,108,13,0,2,146,15.75342466,73.97260274,8.904109589,0,1.369863014
201402,Winter 2015,J,320,J320,23093,"Hanna, Erin Melissa",3,62,47,19,8,1,3,6,1,0,0,1,2,0,0,0,0,153,112,28,10,1,2,153,73.20261438,18.30065359,6.535947712,0.653594771,1.307189542
201402,Winter 2015,J,320,J320,27020,"Black, Adrian Adelbert",7,15,7,5,7,3,4,9,1,1,1,3,1,0,0,0,1,64,29,15,14,5,1,64,45.3125,23.4375,21.875,7.8125,1.5625
201403,Spring 2015,J,320,J320,33085,"Tucker, Staci Renee",1,4,22,13,25,31,16,9,4,1,0,0,4,9,0,0,5,139,27,69,29,1,4,130,20.76923077,53.07692308,22.30769231,0.769230769,3.076923077
201403,Spring 2015,J,320,J320,36363,"Strait, Laura Elizabeth",5,18,18,8,9,5,4,1,1,0,0,0,0,0,0,0,2,69,41,22,6,0,0,69,59.42028986,31.88405797,8.695652174,0,0
201404,Summer 2015,J,320,J320,41183,"Greene, Carlnita Peterson",5,12,6,3,1,2,1,1,0,0,0,1,0,0,0,0,2,32,23,6,2,1,0,32,71.875,18.75,6.25,3.125,0
201501,Fall 2015,J,320,J320,13214,"Hanna, Erin Melissa",5,6,37,29,35,11,14,7,1,0,0,0,2,0,0,0,0,147,48,75,22,0,2,147,32.65306122,51.02040816,14.96598639,0,1.360544218
201502,Winter 2016,J,320,J320,23143,"Greene, Carlnita Peterson",2,19,46,30,29,9,4,9,2,0,0,1,1,0,0,0,2,152,67,68,15,1,1,152,44.07894737,44.73684211,9.868421053,0.657894737,0.657894737
201503,Spring 2016,J,320,J320,33006,"Mokhtar, Shehram",9,9,45,25,25,19,9,5,1,2,0,0,4,1,0,0,1,154,63,69,15,2,4,153,41.17647059,45.09803922,9.803921569,1.307189542,2.614379085
201504,Summer 2016,J,320,J320,41134,"Anderson Wright, Kristen Leigh",0,1,7,12,6,5,0,0,0,0,0,0,0,0,0,0,1,31,8,23,0,0,0,31,25.80645161,74.19354839,0,0,0
201504,Summer 2016,J,320,J320,42488,"Force, Rebecca",0,9,8,1,1,0,0,1,0,0,0,0,0,0,0,0,1,20,17,2,1,0,0,20,85,10,5,0,0
201301,Fall 2013,J,331,J331,14089,"Force, Rebecca",0,1,13,15,4,0,0,0,0,0,0,0,0,0,0,0,1,33,14,19,0,0,0,33,42.42424242,57.57575758,0,0,0
201302,Winter 2014,J,331,J331,24365,"Force, Rebecca",0,4,2,8,2,2,0,0,0,0,0,0,0,0,0,0,2,18,6,12,0,0,0,18,33.33333333,66.66666667,0,0,0
201303,Spring 2014,J,331,J331,35623,"Force, Rebecca",0,5,6,7,10,0,0,0,0,0,0,0,0,0,0,0,1,28,11,17,0,0,0,28,39.28571429,60.71428571,0,0,0
201401,Fall 2014,J,331,J331,13320,"Force, Rebecca",0,4,16,6,4,0,0,0,0,0,0,0,0,0,0,0,0,30,20,10,0,0,0,30,66.66666667,33.33333333,0,0,0
201402,Winter 2015,J,331,J331,23094,"Force, Rebecca",0,1,3,3,4,1,0,0,0,0,0,0,0,0,0,1,2,13,4,8,0,0,0,12,33.33333333,66.66666667,0,0,0
201403,Spring 2015,J,331,J331,33086,"Force, Rebecca",0,6,7,6,6,4,1,1,0,0,0,1,0,0,0,0,0,32,13,16,2,1,0,32,40.625,50,6.25,3.125,0
201501,Fall 2015,J,331,J331,13215,"Force, Rebecca",0,3,7,11,5,2,1,1,1,0,0,0,0,0,0,0,2,31,10,18,3,0,0,31,32.25806452,58.06451613,9.677419355,0,0
201502,Winter 2016,J,331,J331,23145,"Force, Rebecca",0,5,7,6,2,2,0,0,0,0,0,0,1,0,0,0,0,23,12,10,0,0,1,23,52.17391304,43.47826087,0,0,4.347826087
201503,Spring 2016,J,331,J331,33008,"Steffen, Susan Annette",2,2,16,5,2,0,1,0,0,0,0,0,0,0,0,1,2,29,20,7,1,0,0,28,71.42857143,25,3.571428571,0,0
201301,Fall 2013,J,333,J333,18055,"Bassett, Carol Ann",1,3,6,2,1,0,0,0,0,0,0,0,0,0,0,0,2,13,10,3,0,0,0,13,76.92307692,23.07692308,0,0,0
201301,Fall 2013,J,333,J333,18056,"Bassett, Carol Ann",0,3,2,4,4,0,0,1,0,0,0,0,0,0,0,0,1,14,5,8,1,0,0,14,35.71428571,57.14285714,7.142857143,0,0
201302,Winter 2014,J,333,J333,24368,"Stellavato, Michaelle Dawn",0,2,0,2,2,3,1,1,1,0,1,0,0,0,0,0,0,13,2,7,3,1,0,13,15.38461538,53.84615385,23.07692308,7.692307692,0
201303,Spring 2014,J,333,J333,35626,"Padilla-Miller, Alina Dawn",0,3,7,4,0,1,0,0,0,0,0,0,0,0,0,0,1,15,10,5,0,0,0,15,66.66666667,33.33333333,0,0,0
201303,Spring 2014,J,333,J333,35627,"Schmidt, Thomas R.",0,4,1,3,0,0,0,2,2,0,0,0,1,0,0,0,2,13,5,3,4,0,1,13,38.46153846,23.07692308,30.76923077,0,7.692307692
201304,Summer 2014,J,333,J333,46746,"Shontz, Lori Marie",0,3,4,2,3,2,0,0,0,0,0,0,0,0,0,0,0,14,7,7,0,0,0,14,50,50,0,0,0
201401,Fall 2014,J,333,J333,13324,"Mahncke-Guetz, Julia",0,3,3,2,5,1,0,1,0,0,0,0,0,0,0,0,0,15,6,8,1,0,0,15,40,53.33333333,6.666666667,0,0
201402,Winter 2015,J,333,J333,23097,"Mahncke, Julia",0,0,0,2,10,4,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,16,0,100,0,0,0
201403,Spring 2015,J,333,J333,33090,"Mahncke, Julia",0,0,3,6,4,3,0,0,0,0,0,0,0,0,0,0,0,16,3,13,0,0,0,16,18.75,81.25,0,0,0
201403,Spring 2015,J,333,J333,36982,"McDaniel, Kyle R.",0,0,6,2,4,1,1,0,0,0,0,0,1,0,0,0,0,15,6,7,1,0,1,15,40,46.66666667,6.666666667,0,6.666666667
201404,Summer 2015,J,333,J333,41184,"Mahncke, Julia",0,2,3,1,4,1,1,0,0,0,0,0,0,0,0,0,0,12,5,6,1,0,0,12,41.66666667,50,8.333333333,0,0
201501,Fall 2015,J,333,J333,13218,"Stadler, Christopher James",0,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,11,1,10,0,0,0,11,9.090909091,90.90909091,0,0,0
201302,Winter 2014,J,340,J340,24369,"Ofori-Parku, Sylvester Justice Senyo",2,13,28,32,54,34,20,11,4,0,0,0,0,0,0,0,2,198,43,120,35,0,0,198,21.71717172,60.60606061,17.67676768,0,0
201304,Summer 2014,J,340,J340,46747,"Stadler, Christopher James",0,4,8,3,2,7,6,2,0,0,0,0,0,0,0,0,2,32,12,12,8,0,0,32,37.5,37.5,25,0,0
201403,Spring 2015,J,340,J340,37039,"Elias, Troy Rawle Clive",23,29,31,16,39,17,20,13,3,2,5,0,16,0,0,1,3,215,83,72,36,7,16,214,38.78504673,33.64485981,16.82242991,3.271028037,7.476635514
