TERM,TERM_DESC,SUBJ,NUMB,class,CRN,INSTRUCTOR,AP,A,AM,BP,B,BM,CP,C,CM,DP,D,DM,F,P,N,OTHER,W,TOT_NON_W,atot,btot,ctot,dtot,ftot,tot,aprec,bprec,cprec,dprec,fprec
201303,Spring 2014,ANTH,362,ANTH362,39162,"White, Frances J.",6,6,14,5,6,2,0,3,0,1,0,0,1,1,1,0,1,46,26,13,3,1,1,44,59.09090909,29.54545455,6.818181818,2.272727273,2.272727273
201304,Summer 2014,ANTH,362,ANTH362,48036,"Robins, Tara Cepon",0,4,7,4,6,3,0,2,1,0,0,0,1,0,1,0,4,29,11,13,3,0,1,28,39.28571429,46.42857143,10.71428571,0,3.571428571
201403,Spring 2015,ANTH,362,ANTH362,30274,"Snodgrass, James J.",7,10,8,7,9,3,2,0,0,0,0,0,1,1,0,0,1,48,25,19,2,0,1,47,53.19148936,40.42553191,4.255319149,0,2.127659574
201404,Summer 2015,ANTH,362,ANTH362,42415,"Liebert, Melissa Ann",1,10,9,3,5,3,2,1,1,0,0,0,0,0,0,0,3,35,20,11,4,0,0,35,57.14285714,31.42857143,11.42857143,0,0
201501,Fall 2015,ANTH,362,ANTH362,16417,"Ulibarri, Lawrence Ray",9,14,8,7,8,4,4,2,1,0,0,0,2,0,0,0,0,59,31,19,7,0,2,59,52.54237288,32.20338983,11.86440678,0,3.389830508
201503,Spring 2016,ANTH,362,ANTH362,37335,"Liebert, Melissa Ann",1,1,6,6,8,6,0,1,0,0,0,0,6,2,3,0,3,40,8,20,1,0,6,35,22.85714286,57.14285714,2.857142857,0,17.14285714
201301,Fall 2013,ANTH,365,ANTH365,11188,"O'Bryan, Christina Washington",0,4,10,3,6,1,0,0,0,0,0,0,1,1,0,1,1,27,14,10,0,0,1,25,56,40,0,0,4
201401,Fall 2014,ANTH,365,ANTH365,17128,"O'Bryan, Christina Washington",2,12,8,5,5,7,0,0,2,0,0,1,2,0,0,0,5,44,22,17,2,1,2,44,50,38.63636364,4.545454545,2.272727273,4.545454545
201401,Fall 2014,ANTH,365,ANTH365,17349,"O'Bryan, Christina Washington",3,7,1,1,2,3,2,5,0,0,0,0,2,0,1,0,3,27,11,6,7,0,2,26,42.30769231,23.07692308,26.92307692,0,7.692307692
201402,Winter 2015,ANTH,365,ANTH365,26784,"O'Bryan, Christina Washington",0,5,11,2,3,3,1,3,0,0,0,0,1,0,1,2,2,32,16,8,4,0,1,29,55.17241379,27.5862069,13.79310345,0,3.448275862
201403,Spring 2015,ANTH,365,ANTH365,36972,"O'Bryan, Christina Washington",2,4,7,2,4,3,0,1,1,0,1,0,2,1,0,3,5,31,13,9,2,1,2,27,48.14814815,33.33333333,7.407407407,3.703703704,7.407407407
201501,Fall 2015,ANTH,365,ANTH365,17152,"O'Bryan, Christina Washington",3,7,16,6,6,11,3,3,0,0,0,0,3,0,0,3,4,61,26,23,6,0,3,58,44.82758621,39.65517241,10.34482759,0,5.172413793
201503,Spring 2016,ANTH,365,ANTH365,36289,"O'Bryan, Christina Washington",2,7,18,5,10,9,1,0,1,0,0,1,3,5,1,0,3,63,27,24,2,1,3,57,47.36842105,42.10526316,3.50877193,1.754385965,5.263157895
201504,Summer 2016,ANTH,365,ANTH365,42174,"O'Bryan, Christina Washington",3,14,10,10,6,3,4,0,0,0,0,0,1,5,2,1,8,59,27,19,4,0,1,51,52.94117647,37.25490196,7.843137255,0,1.960784314
201303,Spring 2014,ANTH,366,ANTH366,32901,"McLaughlin, Jeanne M.",0,2,1,1,3,1,5,1,2,0,3,1,1,1,2,1,2,25,3,5,8,4,1,21,14.28571429,23.80952381,38.0952381,19.04761905,4.761904762
201402,Winter 2015,ANTH,366,ANTH366,26951,"McLaughlin, Jeanne M.",0,1,4,6,2,1,0,5,1,1,1,0,1,2,2,0,2,27,5,9,6,2,1,23,21.73913043,39.13043478,26.08695652,8.695652174,4.347826087
201403,Spring 2015,ANTH,366,ANTH366,30278,"McLaughlin, Jeanne M.",0,0,1,1,5,2,3,5,2,0,1,0,1,2,2,0,4,25,1,8,10,1,1,21,4.761904762,38.0952381,47.61904762,4.761904762,4.761904762
201404,Summer 2015,ANTH,366,ANTH366,42236,"McLaughlin, Jeanne M.",0,1,1,0,2,1,1,0,0,0,1,0,2,1,0,0,0,10,2,3,1,1,2,9,22.22222222,33.33333333,11.11111111,11.11111111,22.22222222
201503,Spring 2016,ANTH,366,ANTH366,30296,"McLaughlin, Jeanne M.",0,3,4,1,4,2,4,3,2,1,1,1,1,1,1,1,2,30,7,7,9,3,1,27,25.92592593,25.92592593,33.33333333,11.11111111,3.703703704
201402,Winter 2015,ANTH,368,ANTH368,27355,"Ulibarri, Lawrence Ray",2,5,4,2,2,2,0,0,0,0,0,0,0,1,0,0,0,18,11,6,0,0,0,17,64.70588235,35.29411765,0,0,0
201403,Spring 2015,ANTH,368,ANTH368,36973,"Ulibarri, Lawrence Ray",9,4,0,3,2,1,0,1,0,0,0,0,4,2,2,0,2,28,13,6,1,0,4,24,54.16666667,25,4.166666667,0,16.66666667
201302,Winter 2014,ANTH,369,ANTH369,28157,"Liebert, Melissa Ann",2,9,16,9,9,10,4,7,1,2,2,2,0,3,0,0,1,76,27,28,12,6,0,73,36.98630137,38.35616438,16.43835616,8.219178082,0
201401,Fall 2014,ANTH,369,ANTH369,16806,"Snodgrass, James J.",2,22,11,8,13,5,6,3,1,0,1,0,1,1,1,0,5,75,35,26,10,1,1,73,47.94520548,35.61643836,13.69863014,1.369863014,1.369863014
201404,Summer 2015,ANTH,369,ANTH369,42238,"Gildner, Theresa Elizabeth",3,2,1,1,6,2,1,2,0,0,0,0,1,0,0,0,2,19,6,9,3,0,1,19,31.57894737,47.36842105,15.78947368,0,5.263157895
201502,Winter 2016,ANTH,369,ANTH369,26273,"Snodgrass, James J.",5,23,18,4,15,6,3,0,1,2,3,0,0,1,0,0,3,81,46,25,4,5,0,80,57.5,31.25,5,6.25,0
201402,Winter 2015,ANTH,373,ANTH373,27424,"Fitzpatrick, Scott Michael",0,3,7,7,5,4,0,1,0,0,0,0,1,1,0,0,2,29,10,16,1,0,1,28,35.71428571,57.14285714,3.571428571,0,3.571428571
201301,Fall 2013,ANTH,375,ANTH375,17403,"Waller, Michel Tyler",0,2,17,10,1,0,0,0,0,0,0,0,0,0,0,0,1,30,19,11,0,0,0,30,63.33333333,36.66666667,0,0,0
201403,Spring 2015,ANTH,375,ANTH375,36804,"Ulibarri, Lawrence Ray",2,4,1,5,1,3,3,1,1,0,0,0,0,0,0,0,0,21,7,9,5,0,0,21,33.33333333,42.85714286,23.80952381,0,0
201501,Fall 2015,ANTH,375,ANTH375,16392,"Ulibarri, Lawrence Ray",3,6,0,1,2,0,1,0,1,0,0,0,2,0,0,0,0,16,9,3,2,0,2,16,56.25,18.75,12.5,0,12.5
201302,Winter 2014,ANTH,376,ANTH376,28162,"Sterner, Kirstin N.",1,3,4,7,9,1,0,3,0,0,1,1,1,2,0,0,1,33,8,17,3,2,1,31,25.80645161,54.83870968,9.677419355,6.451612903,3.225806452
201502,Winter 2016,ANTH,376,ANTH376,26277,"Sterner, Kirstin N.",3,2,5,1,2,3,3,7,2,0,1,0,0,1,1,0,2,31,10,6,12,1,0,29,34.48275862,20.68965517,41.37931034,3.448275862,0
201302,Winter 2014,ANTH,410,ANTH410,21638,"Jew, Nicholas Paul",7,6,5,9,2,0,2,0,2,0,1,0,3,0,0,0,0,37,18,11,4,1,3,37,48.64864865,29.72972973,10.81081081,2.702702703,8.108108108
201302,Winter 2014,ANTH,410,ANTH410,28262,"Fitzpatrick, Scott Michael",0,6,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,17,10,6,1,0,0,17,58.82352941,35.29411765,5.882352941,0,0
201303,Spring 2014,ANTH,410,ANTH410,39171,"Ayres, William",0,3,4,6,4,0,0,1,0,0,0,0,0,0,0,1,1,19,7,10,1,0,0,18,38.88888889,55.55555556,5.555555556,0,0
201303,Spring 2014,ANTH,410,ANTH410,39322,"Gallagher, Daphne E.",0,2,4,2,2,0,0,0,0,0,0,0,2,0,0,0,0,12,6,4,0,0,2,12,50,33.33333333,0,0,16.66666667
201303,Spring 2014,ANTH,410,ANTH410,39645,"Robins, Tara Cepon",3,6,3,2,2,3,1,0,1,1,0,0,5,0,2,0,1,29,12,7,2,1,5,27,44.44444444,25.92592593,7.407407407,3.703703704,18.51851852
201402,Winter 2015,ANTH,410,ANTH410,27054,"Jew, Nicholas Paul",2,10,4,3,2,1,1,1,0,1,0,0,1,2,0,0,1,28,16,6,2,1,1,26,61.53846154,23.07692308,7.692307692,3.846153846,3.846153846
201402,Winter 2015,ANTH,410,ANTH410,27322,"Robins, Tara Cepon",2,5,6,2,2,6,1,0,1,1,0,1,4,0,1,0,2,32,13,10,2,2,4,31,41.93548387,32.25806452,6.451612903,6.451612903,12.90322581
201504,Summer 2016,ANTH,410,ANTH410,42412,"McLaughlin, Jeanne M.",3,2,3,0,3,2,3,1,2,0,1,0,4,0,0,1,7,25,8,5,6,1,4,24,33.33333333,20.83333333,25,4.166666667,16.66666667
201301,Fall 2013,ANTH,411,ANTH411,17446,"Scher, Philip Wyman",0,3,1,1,0,4,4,2,1,0,2,0,0,1,0,0,0,19,4,5,7,2,0,18,22.22222222,27.77777778,38.88888889,11.11111111,0
201302,Winter 2014,ANTH,413,ANTH413,21640,"O'Bryan, Christina Washington",0,2,3,4,5,6,4,0,3,1,0,0,0,3,1,0,2,32,5,15,7,1,0,28,17.85714286,53.57142857,25,3.571428571,0
201304,Summer 2014,ANTH,413,ANTH413,48237,"Piovesan, Kathleen Elizabeth",0,3,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,10,3,4,3,0,0,10,30,40,30,0,0
201402,Winter 2015,ANTH,413,ANTH413,20303,"O'Bryan, Christina Washington",1,7,12,4,3,3,0,0,0,0,0,0,0,0,0,0,0,30,20,10,0,0,0,30,66.66666667,33.33333333,0,0,0
201403,Spring 2015,ANTH,413,ANTH413,36974,"O'Bryan, Christina Washington",2,7,2,7,3,4,3,2,0,1,0,0,0,2,1,0,2,34,11,14,5,1,0,31,35.48387097,45.16129032,16.12903226,3.225806452,0
201502,Winter 2016,ANTH,413,ANTH413,26385,"O'Bryan, Christina Washington",4,4,12,3,2,5,1,0,1,0,0,0,0,7,1,2,1,42,20,10,2,0,0,32,62.5,31.25,6.25,0,0
201504,Summer 2016,ANTH,413,ANTH413,42485,"O'Bryan, Christina Washington",3,4,3,6,12,7,5,2,1,0,0,0,5,5,0,6,10,59,10,25,8,0,5,48,20.83333333,52.08333333,16.66666667,0,10.41666667
201302,Winter 2014,ANTH,415,ANTH415,28167,"Sugiyama, Lawrence S.",0,8,0,1,5,0,0,2,0,0,0,0,0,0,0,1,0,17,8,6,2,0,0,16,50,37.5,12.5,0,0
201401,Fall 2014,ANTH,415,ANTH415,16656,"Sugiyama, Lawrence S.",1,4,1,2,3,0,0,0,0,0,0,0,0,0,0,1,3,12,6,5,0,0,0,11,54.54545455,45.45454545,0,0,0
201502,Winter 2016,ANTH,415,ANTH415,26329,"Sugiyama, Lawrence S.",0,6,1,1,1,2,1,0,0,0,0,0,0,0,0,1,1,13,7,4,1,0,0,12,58.33333333,33.33333333,8.333333333,0,0
201302,Winter 2014,ANTH,420,ANTH420,21647,"O'Nell, Theresa D.",0,0,2,5,1,3,4,5,1,1,0,0,2,1,0,0,3,25,2,9,10,1,2,24,8.333333333,37.5,41.66666667,4.166666667,8.333333333
201402,Winter 2015,ANTH,420,ANTH420,20309,"O'Nell, Theresa D.",0,0,4,9,3,4,4,0,0,0,0,0,1,2,0,0,1,27,4,16,4,0,1,25,16,64,16,0,4
201502,Winter 2016,ANTH,420,ANTH420,20414,"Lewis, Sara Eileen",0,12,8,4,2,0,1,0,0,0,1,0,0,0,0,0,0,28,20,6,1,1,0,28,71.42857143,21.42857143,3.571428571,3.571428571,0
201402,Winter 2015,ANTH,427M,ANTH427M,26956,"Stephen, Lynn M.",0,3,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,12,6,6,0,0,0,12,50,50,0,0,0
201501,Fall 2015,ANTH,429,ANTH429,16475,"Silverman, Carol T.",0,4,2,4,3,3,0,1,0,0,0,0,0,0,1,0,1,18,6,10,1,0,0,17,35.29411765,58.82352941,5.882352941,0,0
201401,Fall 2014,ANTH,430,ANTH430,16652,"Silverman, Carol T.",0,2,2,5,3,2,1,0,1,1,0,0,0,1,0,0,0,18,4,10,2,1,0,17,23.52941176,58.82352941,11.76470588,5.882352941,0
201401,Fall 2014,ANTH,431,ANTH431,17241,"Gallagher, Daphne E.",2,7,4,3,3,2,1,0,0,0,0,0,0,0,0,0,1,22,13,8,1,0,0,22,59.09090909,36.36363636,4.545454545,0,0
201301,Fall 2013,ANTH,434,ANTH434,17448,"Sugiyama, Lawrence S.",0,5,0,1,9,0,0,3,0,0,0,0,0,1,1,0,2,20,5,10,3,0,0,18,27.77777778,55.55555556,16.66666667,0,0
201302,Winter 2014,ANTH,438,ANTH438,28171,"Stephen, Lynn M.",7,3,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,18,13,4,1,0,0,18,72.22222222,22.22222222,5.555555556,0,0
201402,Winter 2015,ANTH,438,ANTH438,26950,"Lara, Ana-Maurine M.",1,0,4,1,0,2,1,1,0,0,0,0,1,0,0,1,4,12,5,3,2,0,1,11,45.45454545,27.27272727,18.18181818,0,9.090909091
201502,Winter 2016,ANTH,438,ANTH438,20416,"Lara, Ana-Maurine M.",1,5,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,11,7,4,0,0,0,11,63.63636364,36.36363636,0,0,0
201403,Spring 2015,ANTH,440,ANTH440,36939,"Ayres, William",1,3,1,3,5,0,0,1,0,0,0,0,0,0,0,0,0,14,5,8,1,0,0,14,35.71428571,57.14285714,7.142857143,0,0
201301,Fall 2013,ANTH,441,ANTH441,17450,"Biersack, Aletta",1,7,5,1,3,2,1,0,1,0,0,0,0,1,1,0,5,23,13,6,2,0,0,21,61.9047619,28.57142857,9.523809524,0,0
201304,Summer 2014,ANTH,441,ANTH441,45720,"Henry, Joseph Robert",0,3,1,3,0,0,2,0,1,0,0,0,1,0,0,0,0,11,4,3,3,0,1,11,36.36363636,27.27272727,27.27272727,0,9.090909091
201403,Spring 2015,ANTH,441,ANTH441,36941,"Lewis, Sara Eileen",0,5,8,7,1,0,0,0,1,0,0,0,0,0,0,0,0,22,13,8,1,0,0,22,59.09090909,36.36363636,4.545454545,0,0
201404,Summer 2015,ANTH,441,ANTH441,40187,"O'Bryan, Christina Washington",3,1,3,1,1,0,1,0,0,0,0,0,1,0,0,0,1,11,7,2,1,0,1,11,63.63636364,18.18181818,9.090909091,0,9.090909091
201503,Spring 2016,ANTH,441,ANTH441,30319,"Lewis, Sara Eileen",3,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,10,7,3,0,0,0,10,70,30,0,0,0
201301,Fall 2013,ANTH,442,ANTH442,17452,"Moss, Madonna L.",1,7,1,2,9,2,1,5,2,0,1,0,0,2,0,0,1,33,9,13,8,1,0,31,29.03225806,41.93548387,25.80645161,3.225806452,0
201501,Fall 2015,ANTH,442,ANTH442,16478,"Moss, Madonna L.",1,4,0,3,5,4,5,3,1,0,0,0,1,1,1,0,0,29,5,12,9,0,1,27,18.51851852,44.44444444,33.33333333,0,3.703703704
201303,Spring 2014,ANTH,443,ANTH443,39788,"Jew, Nicholas Paul",4,7,9,5,2,1,2,0,0,0,0,0,0,0,0,0,1,30,20,8,2,0,0,30,66.66666667,26.66666667,6.666666667,0,0
201401,Fall 2014,ANTH,443,ANTH443,17225,"Jew, Nicholas Paul",0,11,2,1,2,0,0,1,1,0,0,0,1,0,1,0,3,20,13,3,2,0,1,19,68.42105263,15.78947368,10.52631579,0,5.263157895
201502,Winter 2016,ANTH,443,ANTH443,26331,"Moss, Madonna L.",0,3,4,4,2,3,1,1,0,0,0,0,1,0,3,0,0,22,7,9,2,0,1,19,36.84210526,47.36842105,10.52631579,0,5.263157895
201302,Winter 2014,ANTH,446,ANTH446,28177,"Lee, Gyoung-Ah",0,2,4,3,3,2,0,0,0,1,1,0,0,0,0,0,0,16,6,8,0,2,0,16,37.5,50,0,12.5,0
201403,Spring 2015,ANTH,446,ANTH446,36943,"Lee, Gyoung-Ah",0,0,2,1,1,3,2,0,0,0,0,0,1,0,0,0,0,10,2,5,2,0,1,10,20,50,20,0,10
201301,Fall 2013,ANTH,449,ANTH449,17469,"Moss, Madonna L.",1,0,3,0,3,2,1,1,0,0,0,0,0,1,0,0,1,12,4,5,2,0,0,11,36.36363636,45.45454545,18.18181818,0,0
201403,Spring 2015,ANTH,450,ANTH450,37333,"Gallagher, Daphne E.",1,3,4,1,2,0,0,2,0,0,0,0,0,0,0,0,1,13,8,3,2,0,0,13,61.53846154,23.07692308,15.38461538,0,0
201503,Spring 2016,ANTH,450,ANTH450,30321,"Gallagher, Daphne E.",2,4,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,11,6,2,2,0,0,10,60,20,20,0,0
201301,Fall 2013,ANTH,453,ANTH453,18132,"Dueppen, Stephen Anthony",1,5,4,4,2,2,2,1,1,0,0,0,2,2,0,0,2,26,10,8,4,0,2,24,41.66666667,33.33333333,16.66666667,0,8.333333333
201503,Spring 2016,ANTH,459,ANTH459,36291,"Sterner, Kirstin N.",1,7,3,2,2,0,0,1,0,0,0,0,1,0,0,0,2,17,11,4,1,0,1,17,64.70588235,23.52941176,5.882352941,0,5.882352941
201403,Spring 2015,ANTH,462,ANTH462,36798,"Frost, Stephen Robert",1,3,3,1,2,1,1,1,2,0,0,0,0,1,0,0,1,16,7,4,4,0,0,15,46.66666667,26.66666667,26.66666667,0,0
201302,Winter 2014,ANTH,463,ANTH463,27810,"Waller, Michel Tyler",0,8,11,3,2,4,1,0,0,0,0,0,0,0,0,0,1,29,19,9,1,0,0,29,65.51724138,31.03448276,3.448275862,0,0
201303,Spring 2014,ANTH,463,ANTH463,39324,"Waller, Michel Tyler",5,8,9,2,0,1,1,1,1,0,1,0,0,0,0,0,0,29,22,3,3,1,0,29,75.86206897,10.34482759,10.34482759,3.448275862,0
201304,Summer 2014,ANTH,463,ANTH463,48188,"Waller, Michel Tyler",0,2,4,7,1,1,0,0,0,0,0,0,2,1,0,0,3,18,6,9,0,0,2,17,35.29411765,52.94117647,0,0,11.76470588
201403,Spring 2015,ANTH,463,ANTH463,36976,"Waller, Michel Tyler",0,6,16,5,5,0,0,2,0,0,0,0,0,0,0,0,0,34,22,10,2,0,0,34,64.70588235,29.41176471,5.882352941,0,0
201403,Spring 2015,ANTH,463,ANTH463,37286,"Waller, Michel Tyler",0,5,6,3,3,2,1,0,0,0,0,0,3,1,0,0,0,24,11,8,1,0,3,23,47.82608696,34.7826087,4.347826087,0,13.04347826
201404,Summer 2015,ANTH,463,ANTH463,42416,"Waller, Michel Tyler",0,2,7,4,2,2,3,0,0,0,0,0,0,0,0,0,0,20,9,8,3,0,0,20,45,40,15,0,0
201501,Fall 2015,ANTH,463,ANTH463,17153,"Waller, Michel Tyler",5,5,5,3,2,3,0,0,0,0,0,0,2,0,0,0,1,25,15,8,0,0,2,25,60,32,0,0,8
201504,Summer 2016,ANTH,463,ANTH463,42190,"Waller, Michel Tyler",0,10,3,3,3,0,0,0,0,0,0,0,0,1,0,0,5,20,13,6,0,0,0,19,68.42105263,31.57894737,0,0,0
201402,Winter 2015,ANTH,466,ANTH466,26785,"Waller, Michel Tyler",3,6,13,2,3,1,0,0,0,0,0,0,0,0,0,0,0,28,22,6,0,0,0,28,78.57142857,21.42857143,0,0,0
201303,Spring 2014,ANTH,467,ANTH467,39353,"Frost, Stephen Robert",0,2,1,4,0,1,1,0,0,0,0,0,2,0,0,1,1,12,3,5,1,0,2,11,27.27272727,45.45454545,9.090909091,0,18.18181818
201503,Spring 2016,ANTH,467,ANTH467,36278,"Frost, Stephen Robert",0,2,2,1,2,2,0,0,0,0,0,0,1,0,0,2,0,12,4,5,0,0,1,10,40,50,0,0,10
201301,Fall 2013,ANTH,468,ANTH468,17454,"Sterner, Kirstin N.",0,5,4,2,2,1,1,0,1,0,0,0,0,0,0,0,0,16,9,5,2,0,0,16,56.25,31.25,12.5,0,0
201301,Fall 2013,ANTH,472,ANTH472,17457,"Waller, Michel Tyler",2,4,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,15,12,2,1,0,0,15,80,13.33333333,6.666666667,0,0
201401,Fall 2014,ANTH,472,ANTH472,17458,"Waller, Michel Tyler",1,2,5,1,3,1,0,0,0,0,0,0,0,1,1,0,0,15,8,5,0,0,0,13,61.53846154,38.46153846,0,0,0
201404,Summer 2015,ANTH,472,ANTH472,42239,"Waller, Michel Tyler",2,5,4,2,0,4,1,0,0,1,0,0,1,0,0,0,0,20,11,6,1,1,1,20,55,30,5,5,5
201503,Spring 2016,ANTH,472,ANTH472,36290,"Waller, Michel Tyler",2,13,8,9,6,3,2,1,0,0,0,0,1,0,0,0,0,45,23,18,3,0,1,45,51.11111111,40,6.666666667,0,2.222222222
201504,Summer 2016,ANTH,472,ANTH472,42170,"Waller, Michel Tyler",2,2,2,2,2,0,0,0,0,0,0,0,2,0,0,0,1,12,6,4,0,0,2,12,50,33.33333333,0,0,16.66666667
201501,Fall 2015,ANTH,473,ANTH473,17161,"McLaughlin, Jeanne M.",2,0,0,0,3,1,1,1,0,1,1,0,1,0,0,0,2,11,2,4,2,2,1,11,18.18181818,36.36363636,18.18181818,18.18181818,9.090909091
201301,Fall 2013,ANTH,474,ANTH474,17460,"Lukacs, John R.",0,3,2,0,5,1,0,3,0,0,0,0,0,1,0,0,0,15,5,6,3,0,0,14,35.71428571,42.85714286,21.42857143,0,0
201502,Winter 2016,ANTH,481,ANTH481,20420,"Sugiyama, Lawrence S.",0,8,1,4,0,0,0,0,0,0,0,0,0,0,0,2,2,15,9,4,0,0,0,13,69.23076923,30.76923077,0,0,0
201302,Winter 2014,ANTH,487,ANTH487,21655,"Sterner, Kirstin N.",0,3,3,1,4,0,0,0,0,0,0,0,1,0,0,0,1,12,6,5,0,0,1,12,50,41.66666667,0,0,8.333333333
201503,Spring 2016,ANTH,487,ANTH487,30324,"Sterner, Kirstin N.",0,2,2,2,1,2,0,0,0,0,0,1,0,0,0,1,1,11,4,5,0,1,0,10,40,50,0,10,0
201303,Spring 2014,ANTH,488,ANTH488,39330,"O'Nell, Theresa D.",0,0,5,4,8,5,1,2,1,0,0,0,3,0,0,1,0,30,5,17,4,0,3,29,17.24137931,58.62068966,13.79310345,0,10.34482759
201501,Fall 2015,ANTH,488,ANTH488,10325,"Lara, Ana-Maurine M.",2,4,6,4,2,0,0,0,0,0,0,0,0,0,0,0,1,18,12,6,0,0,0,18,66.66666667,33.33333333,0,0,0
201303,Spring 2014,ANTH,493,ANTH493,39334,"Montague, Angela Marie",0,7,6,5,2,1,0,0,0,0,0,0,0,0,0,0,1,21,13,8,0,0,0,21,61.9047619,38.0952381,0,0,0
201402,Winter 2015,ANTH,493,ANTH493,26969,"Scher, Philip Wyman",0,6,6,4,5,2,1,0,0,0,0,0,2,1,1,0,0,28,12,11,1,0,2,26,46.15384615,42.30769231,3.846153846,0,7.692307692
201503,Spring 2016,ANTH,493,ANTH493,36280,"Montague, Angela Marie",2,6,7,0,1,2,0,1,0,0,0,0,0,0,1,0,2,20,15,3,1,0,0,19,78.94736842,15.78947368,5.263157895,0,0
201503,Spring 2016,ANTH,610,ANTH610,30346,"Ting, Nelson Cie-Hwa",0,4,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,9,0,0,0,0,9,100,0,0,0,0
201302,Winter 2014,ANTH,611,ANTH611,21680,"Karim, Lamia N.",0,9,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,18,15,0,0,0,0,15,100,0,0,0,0
201301,Fall 2013,ARB,101,ARB101,11230,"Mikati, Rana M.",1,1,2,1,2,0,0,0,0,0,0,0,0,2,0,1,1,10,4,3,0,0,0,7,57.14285714,42.85714286,0,0,0
201301,Fall 2013,ARB,101,ARB101,11231,"Mohammad Hassan Ahmad, Hanan",0,6,6,2,0,1,1,0,0,0,0,0,1,2,0,0,0,19,12,3,1,0,1,17,70.58823529,17.64705882,5.882352941,0,5.882352941
201301,Fall 2013,ARB,101,ARB101,11232,"Sweetser, Heather Marie",0,7,1,4,1,0,0,0,1,0,0,0,0,0,3,0,0,17,8,5,1,0,0,14,57.14285714,35.71428571,7.142857143,0,0
201301,Fall 2013,ARB,101,ARB101,16887,"Mikati, Rana M.",0,3,6,2,1,0,0,0,0,0,0,0,0,1,0,0,0,13,9,3,0,0,0,12,75,25,0,0,0
201401,Fall 2014,ARB,101,ARB101,17123,"Elsherif, Hanan",2,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,9,0,0,0,1,10,90,0,0,0,10
201402,Winter 2015,ARB,101,ARB101,26645,"Elsherif, Hanan",0,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,12,10,1,1,0,0,12,83.33333333,8.333333333,8.333333333,0,0
201501,Fall 2015,ARB,101,ARB101,10347,"Arfaoui, Faten",4,8,0,1,1,3,0,0,0,0,0,0,1,1,0,0,1,19,12,5,0,0,1,18,66.66666667,27.77777778,0,0,5.555555556
201501,Fall 2015,ARB,101,ARB101,10348,"Elsherif, Hanan",1,3,3,4,0,0,0,0,0,0,0,0,0,1,1,0,3,13,7,4,0,0,0,11,63.63636364,36.36363636,0,0,0
201501,Fall 2015,ARB,101,ARB101,16071,"Elsherif, Hanan",1,6,3,2,1,1,0,0,0,0,0,0,0,0,0,0,1,14,10,4,0,0,0,14,71.42857143,28.57142857,0,0,0
201302,Winter 2014,ARB,102,ARB102,21683,"Mohammad Hassan Ahmad, Hanan",1,6,6,1,1,1,1,0,0,0,0,0,0,1,0,0,1,18,13,3,1,0,0,17,76.47058824,17.64705882,5.882352941,0,0
201302,Winter 2014,ARB,102,ARB102,27196,"Sweetser, Heather Marie",0,9,2,3,3,0,1,0,0,0,0,0,0,0,0,1,1,19,11,6,1,0,0,18,61.11111111,33.33333333,5.555555556,0,0
201402,Winter 2015,ARB,102,ARB102,20344,"Davidson, Garrett A.",2,5,0,3,0,0,1,1,0,0,1,0,0,0,0,0,0,13,7,3,2,1,0,13,53.84615385,23.07692308,15.38461538,7.692307692,0
201502,Winter 2016,ARB,102,ARB102,20446,"Elsherif, Hanan",1,5,1,2,1,2,0,0,0,0,0,0,0,0,0,0,2,12,7,5,0,0,0,12,58.33333333,41.66666667,0,0,0
201502,Winter 2016,ARB,102,ARB102,20447,"Elsherif, Hanan",2,2,6,2,0,2,2,0,0,0,0,0,0,2,1,0,1,19,10,4,2,0,0,16,62.5,25,12.5,0,0
201303,Spring 2014,ARB,103,ARB103,32956,"Sweetser, Heather Marie",0,6,2,1,1,0,1,0,0,0,0,0,0,1,0,0,2,12,8,2,1,0,0,11,72.72727273,18.18181818,9.090909091,0,0
201303,Spring 2014,ARB,103,ARB103,32958,"Mikati, Rana M.",2,4,5,4,2,1,0,0,0,0,0,0,1,1,0,0,0,20,11,7,0,0,1,19,57.89473684,36.84210526,0,0,5.263157895
201503,Spring 2016,ARB,103,ARB103,30349,"Elsherif, Hanan",2,1,3,0,0,1,0,0,0,0,0,0,0,2,1,0,0,10,6,1,0,0,0,7,85.71428571,14.28571429,0,0,0
201503,Spring 2016,ARB,103,ARB103,30350,"Elsherif, Hanan",0,2,4,4,4,0,1,0,0,0,0,0,1,2,1,1,0,20,6,8,1,0,1,16,37.5,50,6.25,0,6.25
